rango,parola,frequenza,lemma,pos,pos_def
3561,avverto,125,avverto,NOUN,noun
3401,cortesia,132,cortesia,NOUN,noun
3564,yeah,124,yeah,NOUN,noun
3568,shock,124,shock,NOUN,noun
327,persone,2051,persona,NOUN,noun
3477,rudy,128,rudy,NOUN,noun
3363,apprezzo,134,apprezzo,NOUN,noun
3348,azienda,135,azienda,NOUN,noun
3587,fantasia,124,fantasia,NOUN,noun
333,film,1981,film,NOUN,noun
3575,pecore,124,pecora,NOUN,noun
3442,disco,130,disco,NOUN,noun
4871,pacchetto,85,pacchetto,NOUN,noun
4705,impatto,89,impatto,NOUN,noun
126,uomo,5866,uomo,NOUN,noun
4985,giuramento,83,giuramento,NOUN,noun
4987,giâ,83,giâ,NOUN,noun
4988,frutto,83,frutto,NOUN,noun
4989,fenomeno,83,fenomeno,NOUN,noun
4900,baciami,85,baciame,NOUN,noun
4740,malvagio,88,malvagio,NOUN,noun
4473,pozione,95,pozione,NOUN,noun
4480,iniezione,95,iniezione,NOUN,noun
4386,repubblica,97,Repubblica,NOUN,noun
4402,estero,97,estero,NOUN,noun
4700,metodo,89,metodo,NOUN,noun
4702,maie,89,maio,NOUN,noun
4396,influenza,97,influenza,NOUN,noun
4392,merce,97,merce,NOUN,noun
4391,ossigeno,97,ossigeno,NOUN,noun
4703,luglio,89,luglio,NOUN,noun
4408,clinica,97,clinica,NOUN,noun
4983,linguaggio,83,linguaggio,NOUN,noun
4898,candela,85,candela,NOUN,noun
4982,marion,83,marion,NOUN,noun
4907,tigre,84,tigre,NOUN,noun
1921,incinta,252,incinto,NOUN,noun
4867,professione,85,professione,NOUN,noun
4931,leva,84,leva,NOUN,noun
4866,psichiatra,85,psichiatro,NOUN,noun
4885,fulmine,85,fulmine,NOUN,noun
4865,pugni,85,pugnio,NOUN,noun
4847,callahan,86,callahan,NOUN,noun
4848,bater,86,bater,NOUN,noun
4383,scafo,97,scafo,NOUN,noun
1037,stanotte,531,stanotto,NOUN,noun
4991,entusiasmo,83,entusiasmo,NOUN,noun
4981,materia,83,materia,NOUN,noun
4905,accademia,85,accademia,NOUN,noun
4927,parcheggio,84,parcheggio,NOUN,noun
4923,porno,84,porno,NOUN,noun
723,avevi,794,aveve,NOUN,noun
4920,quantità,84,quantità,NOUN,noun
4919,quartier,84,quartier,NOUN,noun
4993,debolezza,83,debolezza,NOUN,noun
4704,kgb,89,Kgb,NOUN,noun
118,vita,6209,vita,NOUN,noun
121,tempo,6027,tempo,NOUN,noun
4481,grady,95,grady,NOUN,noun
4509,out,94,out,NOUN,noun
4517,jen,94,jen,NOUN,noun
4516,lenny,94,lenny,NOUN,noun
4512,nebbia,94,nebbia,NOUN,noun
4511,orbita,94,orbita,NOUN,noun
4735,onesta,88,onesta,NOUN,noun
4510,oscurità,94,oscurità,NOUN,noun
4361,lusso,98,lusso,NOUN,noun
4508,parete,94,parete,NOUN,noun
4736,norma,88,norma,NOUN,noun
4506,probabilità,94,probabilità,NOUN,noun
2737,sigra,169,sigro,NOUN,noun
4489,certezza,95,certezza,NOUN,noun
4487,costume,95,costume,NOUN,noun
4486,curiosità,95,curiosità,NOUN,noun
4729,riparo,88,riparo,NOUN,noun
4727,sconfitta,88,sconfitta,NOUN,noun
4728,ritiro,88,ritiro,NOUN,noun
127,signore,5837,signore,NOUN,noun
4372,carburante,98,carburante,NOUN,noun
2767,scatola,167,scatolo,NOUN,noun
4378,vincitore,97,vincitore,NOUN,noun
4375,boss,98,boss,NOUN,noun
4403,elicottero,97,elicottero,NOUN,noun
4698,onorevole,89,onorevole,NOUN,noun
4366,facciamolo,98,facciamolo,NOUN,noun
4686,ansia,90,ansia,NOUN,noun
2726,labbra,170,labbro,NOUN,noun
4761,condotta,88,condotta,NOUN,noun
4694,ringraziamento,89,ringraziamento,NOUN,noun
4757,eternità,88,eternità,NOUN,noun
4751,fottuta,88,fottuta,NOUN,noun
4685,appetito,90,appetito,NOUN,noun
4419,scozia,96,scozia,NOUN,noun
4412,asilo,97,asilo,NOUN,noun
4416,straniero,96,straniero,NOUN,noun
4415,toro,96,toro,NOUN,noun
4688,tramonto,89,tramonto,NOUN,noun
4689,taylor,89,taylor,NOUN,noun
4681,aumento,90,aumento,NOUN,noun
4837,marleen,86,marleenre,NOUN,noun
3141,sposarmi,144,sposarme,NOUN,noun
1486,ristorante,344,ristorante,NOUN,noun
2523,foresta,186,foresta,NOUN,noun
3771,menti,117,mente,NOUN,noun
3763,sciopero,117,sciopero,NOUN,noun
3761,spasso,117,spasso,NOUN,noun
258,amore,2695,amore,NOUN,noun
3754,aspettami,118,aspettame,NOUN,noun
3753,brooklyn,118,brooklyn,NOUN,noun
3751,confusione,118,confusione,NOUN,noun
251,figlio,2755,figlio,NOUN,noun
3744,fiamme,118,fiamma,NOUN,noun
4353,ruota,98,ruota,NOUN,noun
204,gente,3405,gente,NOUN,noun
4004,muoio,109,muoio,NOUN,noun
4272,dea,101,dea,NOUN,noun
4270,educazione,101,educazione,NOUN,noun
1688,andy,296,andyre,NOUN,noun
4262,palco,101,palco,NOUN,noun
252,mondo,2747,mondo,NOUN,noun
3776,fatica,117,fatica,NOUN,noun
3752,coca,118,coco,NOUN,noun
4260,preghiera,101,preghiera,NOUN,noun
3917,gordon,112,gordon,NOUN,noun
3920,demonio,112,demonio,NOUN,noun
3921,cantina,112,cantina,NOUN,noun
3993,sandy,109,sandy,NOUN,noun
206,modo,3390,modo,NOUN,noun
3985,addestramento,110,addestramento,NOUN,noun
3979,deiie,110,deiie,NOUN,noun
3940,ministero,111,ministero,NOUN,noun
4261,pallottola,101,pallottola,NOUN,noun
3977,el,110,el,NOUN,noun
3970,monte,110,monte,NOUN,noun
216,madre,3196,madre,NOUN,noun
3952,cabina,111,cabina,NOUN,noun
3951,carità,111,carità,NOUN,noun
3949,cia,111,cia,NOUN,noun
3945,eventi,111,evento,NOUN,noun
264,idea,2631,idea,NOUN,noun
3699,seno,119,seno,NOUN,noun
211,mamma,3296,mamma,NOUN,noun
3777,dallas,117,dallas,NOUN,noun
3782,college,117,college,NOUN,noun
3697,uccido,119,uccido,NOUN,noun
4100,banco,106,banco,NOUN,noun
4087,quota,106,quota,NOUN,noun
2028,larry,237,larry,NOUN,noun
1982,camion,244,camion,NOUN,noun
1981,carico,244,carico,NOUN,noun
1980,compito,244,compito,NOUN,noun
1978,interesse,244,interesse,NOUN,noun
1977,sparo,244,sparo,NOUN,noun
4099,biblioteca,106,biblioteca,NOUN,noun
1975,turno,244,turno,NOUN,noun
2025,sciocchezze,237,sciocchezza,NOUN,noun
2027,miracolo,237,miracolo,NOUN,noun
2031,trappola,236,trappola,NOUN,noun
1816,lasciatemi,271,lasciatema,NOUN,noun
669,aspetto,868,aspetto,NOUN,noun
2087,assistente,230,assistente,NOUN,noun
2083,paziente,230,paziente,NOUN,noun
2082,pilota,230,pilota,NOUN,noun
1972,ospiti,245,ospite,NOUN,noun
3867,aiutatemi,114,aiutatema,NOUN,noun
3785,bambola,117,bambola,NOUN,noun
3786,avvicina,117,avvicina,NOUN,noun
3809,warren,115,warren,NOUN,noun
3696,umore,119,umore,NOUN,noun
3693,comunità,120,comunità,NOUN,noun
3688,iavoro,120,iavoro,NOUN,noun
3687,intelligenza,120,intelligenza,NOUN,noun
3683,pancia,120,pancia,NOUN,noun
3682,reputazione,120,reputazione,NOUN,noun
3997,reato,109,reato,NOUN,noun
1686,aiutarti,297,aiutarto,NOUN,noun
259,moglie,2688,moglie,NOUN,noun
244,accordo,2857,accordo,NOUN,noun
3784,blocco,117,blocco,NOUN,noun
3805,ciel,116,ciel,NOUN,noun
247,nome,2782,nome,NOUN,noun
3796,perdo,116,perdo,NOUN,noun
3795,portalo,116,portalo,NOUN,noun
3794,smettetela,116,smettetela,NOUN,noun
249,notte,2762,notte,NOUN,noun
3749,contea,118,contea,NOUN,noun
2076,volontà,230,volontà,NOUN,noun
3827,chitarra,115,Chitarra,NOUN,noun
208,momento,3336,momento,NOUN,noun
4092,guerriero,106,guerriero,NOUN,noun
4139,bandiera,105,bandiera,NOUN,noun
4125,infanzia,105,infanzia,NOUN,noun
4119,paro,105,paro,NOUN,noun
4116,pazzesco,105,pazzesco,NOUN,noun
4112,produttore,105,produttore,NOUN,noun
4111,professionista,105,professionista,NOUN,noun
183,bisogno,3880,bisogno,NOUN,noun
4105,strumenti,105,strumento,NOUN,noun
1943,motore,249,motore,NOUN,noun
4189,seguitemi,103,seguitemio,NOUN,noun
4083,secco,106,secco,NOUN,noun
4055,ritmo,107,ritmo,NOUN,noun
4027,piscina,108,piscina,NOUN,noun
4051,abitanti,108,abitante,NOUN,noun
4050,accada,108,accada,NOUN,noun
4048,cacciatore,108,cacciatore,NOUN,noun
177,posto,3980,posto,NOUN,noun
4157,ostaggi,104,ostaggio,NOUN,noun
4162,medicine,104,medicina,NOUN,noun
4175,bombe,104,bomba,NOUN,noun
162,padre,4512,padre,NOUN,noun
4142,vorranno,104,voarr,NOUN,noun
4211,federazione,103,federazione,NOUN,noun
164,ciao,4424,ciao,NOUN,noun
4237,gara,102,gara,NOUN,noun
4274,cesso,101,cesso,NOUN,noun
1537,ascolti,335,ascolto,NOUN,noun
4343,ala,99,ala,NOUN,noun
4046,confronti,108,confronto,NOUN,noun
4067,elementi,107,elemento,NOUN,noun
148,volta,4943,volta,NOUN,noun
4148,spegni,104,spegno,NOUN,noun
4188,sforzo,103,sforzo,NOUN,noun
4186,spazzatura,103,spazzatura,NOUN,noun
170,lavoro,4102,lavoro,NOUN,noun
4178,annuncio,104,annuncio,NOUN,noun
4177,assistenza,104,assistenza,NOUN,noun
4176,avventura,104,avventura,NOUN,noun
4061,martedì,107,martedì,NOUN,noun
193,ehi,3663,ehi,NOUN,noun
4036,faro,108,faro,NOUN,noun
4034,gomma,108,gomma,NOUN,noun
3826,cittadini,115,cittadino,NOUN,noun
3825,corleone,115,corleone,NOUN,noun
3824,cultura,115,Cultura,NOUN,noun
3738,olio,118,olio,NOUN,noun
3724,voto,118,voto,NOUN,noun
220,successo,3145,successo,NOUN,noun
3723,abitudine,119,abitudine,NOUN,noun
3720,calcio,119,calcio,NOUN,noun
3922,cancello,112,cancello,NOUN,noun
3719,cio',119,cio,NOUN,noun
3716,ditemi,119,ditema,NOUN,noun
3714,dormo,119,dormo,NOUN,noun
263,paura,2635,paura,NOUN,noun
3710,fan,119,fan,NOUN,noun
3705,mettilo,119,mettilo,NOUN,noun
3931,simbolo,111,simbolo,NOUN,noun
3938,procedura,111,procedura,NOUN,noun
3701,replicatori,119,replicatore,NOUN,noun
3718,contadini,119,contadino,NOUN,noun
3831,allenatore,115,allenatore,NOUN,noun
222,donna,3124,donna,NOUN,noun
232,piace,2997,piacere,NOUN,noun
195,amico,3633,amico,NOUN,noun
4031,licenza,108,licenza,NOUN,noun
4023,terrore,108,terrore,NOUN,noun
4000,pazzia,109,pazzia,NOUN,noun
4022,tradimento,108,tradimento,NOUN,noun
3397,mangi,132,mango,NOUN,noun
4021,trasporto,108,trasporto,NOUN,noun
4020,tubo,108,tubo,NOUN,noun
3924,balena,112,baleno,NOUN,noun
4017,will,108,will,NOUN,noun
4013,collegamento,109,collegamento,NOUN,noun
4011,disegno,109,disegno,NOUN,noun
3144,mentendo,144,mentere,NOUN,noun
4252,succo,101,succo,NOUN,noun
4258,riga,101,riga,NOUN,noun
4096,distruzione,106,distruzione,NOUN,noun
3727,vasca,118,vasca,NOUN,noun
3930,sofferenza,111,sofferenza,NOUN,noun
4015,bimbo,109,bimbo,NOUN,noun
4213,cody,103,cody,NOUN,noun
2072,esistenza,231,esistenza,NOUN,noun
2066,stampa,231,stampa,NOUN,noun
783,presidente,732,presidente,NOUN,noun
1712,pacey,292,pacey,NOUN,noun
1711,pazienza,292,pazienza,NOUN,noun
1702,indirizzo,293,indirizzo,NOUN,noun
1694,cliente,294,cliente,NOUN,noun
1693,odore,294,odore,NOUN,noun
1691,serie,294,serie,NOUN,noun
1690,droga,295,droga,NOUN,noun
1689,giustizia,295,giustizia,NOUN,noun
1682,provo,297,provo,NOUN,noun
1677,sindaco,298,sindaco,NOUN,noun
1674,gatto,299,gatto,NOUN,noun
1670,dannazione,300,dannazione,NOUN,noun
1666,eccola,301,eccola,NOUN,noun
788,sogno,728,sogno,NOUN,noun
1768,don,280,don,NOUN,noun
1657,allarme,303,allarme,NOUN,noun
1724,campagna,291,campagna,NOUN,noun
774,causa,740,causa,NOUN,noun
1732,vittoria,289,vittoria,NOUN,noun
2519,promessa,186,promessa,NOUN,noun
759,silenzio,753,silenzio,NOUN,noun
1619,presenza,311,presenza,NOUN,noun
1771,università,279,università,NOUN,noun
1761,tiro,282,tiro,NOUN,noun
1758,dr,283,dr,NOUN,noun
1756,opportunità,283,opportunità,NOUN,noun
1755,pane,283,pane,NOUN,noun
772,sistema,741,sistema,NOUN,noun
1656,anello,303,anello,NOUN,noun
1750,presento,284,presento,NOUN,noun
1744,conoscenza,288,conoscenza,NOUN,noun
773,viaggio,740,viaggio,NOUN,noun
1734,lana,289,lana,NOUN,noun
1733,stelle,289,stella,NOUN,noun
1660,cavolo,302,cavolo,NOUN,noun
1663,test,301,test,NOUN,noun
2021,mettiti,238,mettito,NOUN,noun
2992,ray,153,ray,NOUN,noun
1747,voci,285,voce,NOUN,noun
1654,attore,303,attore,NOUN,noun
1799,talento,274,talento,NOUN,noun
1597,relazione,315,relazione,NOUN,noun
1567,eroe,325,eroe,NOUN,noun
1575,cappello,322,cappello,NOUN,noun
1586,giudice,319,giudice,NOUN,noun
803,colonnello,712,colonnello,NOUN,noun
1591,fucile,317,fucile,NOUN,noun
1524,desiderio,337,desiderio,NOUN,noun
808,cura,704,cura,NOUN,noun
809,prigione,703,prigione,NOUN,noun
1518,ispettore,338,ispettore,NOUN,noun
3695,verrai,119,verra,NOUN,noun
1543,maledizione,332,maledizione,NOUN,noun
1541,fiducia,333,fiducia,NOUN,noun
1536,bè,335,bè,NOUN,noun
1529,collo,336,collo,NOUN,noun
817,specie,694,specie,NOUN,noun
1526,carriera,337,carriera,NOUN,noun
2232,piaci,213,piaco,NOUN,noun
1366,tè,379,tè,NOUN,noun
1596,victor,315,victor,NOUN,noun
1774,finta,279,finta,NOUN,noun
1512,scopo,339,scopo,NOUN,noun
799,zitto,712,zitto,NOUN,noun
1601,pensiero,314,pensiero,NOUN,noun
1652,domenica,303,domenica,NOUN,noun
1650,cal,304,cal,NOUN,noun
1649,sguardo,304,sguardo,NOUN,noun
1646,unità,304,unità,NOUN,noun
1645,coltello,305,coltello,NOUN,noun
1644,periodo,305,periodo,NOUN,noun
1643,pietà,305,pietà,NOUN,noun
1548,prezzo,331,prezzo,NOUN,noun
1642,rischio,305,rischio,NOUN,noun
1635,congratulazioni,308,congratulazione,NOUN,noun
794,lasciami,720,lasciame,NOUN,noun
1633,sensazione,308,sensazione,NOUN,noun
1600,uso,314,uso,NOUN,noun
1632,sentimenti,308,sentimento,NOUN,noun
1629,flotta,309,flotta,NOUN,noun
798,fermo,715,fermo,NOUN,noun
1625,dl,310,dl,NOUN,noun
1641,club,306,club,NOUN,noun
2070,ladro,231,ladro,NOUN,noun
758,tenente,753,tenente,NOUN,noun
1780,pioggia,278,pioggia,NOUN,noun
2000,richiesta,241,richiesta,NOUN,noun
1999,scusatemi,241,scusatema,NOUN,noun
689,m',845,m,NOUN,noun
1971,stagione,245,stagione,NOUN,noun
2054,passione,233,passione,NOUN,noun
1613,ridicolo,312,ridicolo,NOUN,noun
751,guardi,761,guardo,NOUN,noun
1849,mrs,265,mrs,NOUN,noun
1845,immagine,266,immagine,NOUN,noun
1841,nient',266,nient,NOUN,noun
1840,opinione,266,opinione,NOUN,noun
1834,trucco,267,trucco,NOUN,noun
747,bagno,768,bagno,NOUN,noun
748,zio,767,zio,NOUN,noun
1819,stile,270,stile,NOUN,noun
1818,ammazzo,271,ammazzo,NOUN,noun
1809,sabato,272,sabato,NOUN,noun
687,colpo,849,colpo,NOUN,noun
2003,arresto,241,arresto,NOUN,noun
2007,castello,240,castello,NOUN,noun
2011,prete,239,prete,NOUN,noun
2061,premio,232,Premio,NOUN,noun
1983,vergogna,243,vergogna,NOUN,noun
1987,nt,243,nt,NOUN,noun
2060,sensori,232,sensore,NOUN,noun
2020,plancia,238,plancia,NOUN,noun
3772,legame,117,legame,NOUN,noun
1607,riunione,313,riunione,NOUN,noun
1605,bottiglia,314,bottiglio,NOUN,noun
1854,est,264,est,NOUN,noun
1603,documenti,314,documento,NOUN,noun
1510,viso,339,viso,NOUN,noun
1801,farcela,274,farcela,NOUN,noun
1805,football,273,football,NOUN,noun
681,fretta,855,fretta,NOUN,noun
2017,valore,238,valore,NOUN,noun
690,caffè,845,caffè,NOUN,noun
683,sacco,852,sacco,NOUN,noun
2013,malattia,239,malattia,NOUN,noun
795,ie,720,ie,NOUN,noun
1848,secolo,265,secolo,NOUN,noun
1803,peso,273,peso,NOUN,noun
1965,sarete,246,sareta,NOUN,noun
728,passo,787,passo,NOUN,noun
1878,piper,260,piper,NOUN,noun
1877,progetto,260,progetto,NOUN,noun
1871,aiia,262,aiia,NOUN,noun
733,guai,781,guaio,NOUN,noun
735,motivo,778,motivo,NOUN,noun
1864,discorso,263,discorso,NOUN,noun
1862,janeway,263,janeway,NOUN,noun
1859,torta,263,triro,NOUN,noun
1612,condizioni,313,condizione,NOUN,noun
1616,vittima,311,vittima,NOUN,noun
1773,mattino,279,mattino,NOUN,noun
2521,pratica,186,pratica,NOUN,noun
753,sicurezza,759,sicurezza,NOUN,noun
1797,colore,275,colore,NOUN,noun
1794,intendi,276,intendi,NOUN,noun
1785,atto,278,atto,NOUN,noun
1784,bomba,278,Bomba,NOUN,noun
1610,muro,313,muro,NOUN,noun
754,pezzo,759,pezzo,NOUN,noun
737,inizio,774,inizio,NOUN,noun
2034,laboratorio,236,laboratorio,NOUN,noun
697,arrivo,830,arrivo,NOUN,noun
1961,personaggio,247,personaggio,NOUN,noun
1957,buco,248,buco,NOUN,noun
699,situazione,828,situazione,NOUN,noun
1945,genio,249,genio,NOUN,noun
1944,maestà,249,maestà,NOUN,noun
727,matrimonio,788,matrimonio,NOUN,noun
1855,distanza,264,distanza,NOUN,noun
694,camera,837,Camera,NOUN,noun
2052,ruolo,233,ruolo,NOUN,noun
2049,tomba,233,tombo,NOUN,noun
670,squadra,867,squadra,NOUN,noun
671,attento,867,attento,NOUN,noun
673,ordine,865,ordine,NOUN,noun
2043,velocità,234,velocità,NOUN,noun
677,armi,861,arma,NOUN,noun
2037,amante,236,amante,NOUN,noun
2036,aó,236,aó,NOUN,noun
1968,paradiso,246,Paradiso,NOUN,noun
4342,autorizzazione,99,autorizzazione,NOUN,noun
1958,um,247,umo,NOUN,noun
4221,telegramma,102,telegramma,NOUN,noun
1172,palla,459,pallo,NOUN,noun
1171,sissignore,459,sissignore,NOUN,noun
1170,uscita,459,uscita,NOUN,noun
1169,carne,460,carne,NOUN,noun
1167,occasione,460,occasione,NOUN,noun
1164,visita,460,visita,NOUN,noun
1242,passaggio,421,passaggio,NOUN,noun
4365,facevamo,98,facevre,NOUN,noun
1240,età,422,età,NOUN,noun
2457,maggie,191,maggia,NOUN,noun
2137,fianco,223,fianco,NOUN,noun
2194,chilometri,217,chilometro,NOUN,noun
620,controllo,959,controllo,NOUN,noun
2431,campione,194,campione,NOUN,noun
2428,fuga,194,fuga,NOUN,noun
2421,assicuro,195,assicuro,NOUN,noun
2501,conversazione,188,conversazione,NOUN,noun
1175,ami,458,ame,NOUN,noun
1178,ritorno,455,ritorno,NOUN,noun
1180,esperienza,455,esperienza,NOUN,noun
1159,omicidio,464,omicidio,NOUN,noun
981,incidente,567,incidente,NOUN,noun
980,lettera,567,lettera,NOUN,noun
979,salute,567,salute,NOUN,noun
978,bastardo,568,bastardo,NOUN,noun
1086,spettacolo,499,spettacolo,NOUN,noun
1185,scarpe,453,scarpa,NOUN,noun
1211,soldati,442,soldato,NOUN,noun
2693,lasciarti,172,lascirira,NOUN,noun
2403,pantaloni,196,pantalone,NOUN,noun
1217,digli,438,die,NOUN,noun
1208,cucina,443,cucina,NOUN,noun
902,radio,621,radio,NOUN,noun
1198,regalo,449,regalo,NOUN,noun
905,rapporto,619,rapporto,NOUN,noun
1191,pericolo,452,pericolo,NOUN,noun
1089,dott,499,dott,NOUN,noun
1188,intenzione,453,intenzione,NOUN,noun
1182,differenza,454,differenza,NOUN,noun
899,oro,623,oro,NOUN,noun
2449,mestiere,192,mestiere,NOUN,noun
2140,chiamami,223,chiamame,NOUN,noun
605,spiace,998,spiace,NOUN,noun
2722,Parker,170,parker,NOUN,noun
2253,uova,210,uovo,NOUN,noun
2443,vacanza,192,vacanza,NOUN,noun
2393,dettagli,197,dettaglio,NOUN,noun
600,sorella,1013,sorella,NOUN,noun
2319,caduta,204,caduta,NOUN,noun
2427,ginocchio,194,ginocchio,NOUN,noun
4484,ella,95,ello,NOUN,noun
2341,profumo,201,profumo,NOUN,noun
2382,risultato,198,risultato,NOUN,noun
2255,spese,210,spesa,NOUN,noun
2324,faresti,203,faresta,NOUN,noun
2419,dillo,195,dillo,NOUN,noun
2481,montagna,189,montagna,NOUN,noun
2375,becco,199,becco,NOUN,noun
2367,uccello,199,uccello,NOUN,noun
2109,violenza,226,violenza,NOUN,noun
2119,tempio,225,tempio,NOUN,noun
2470,pollo,190,pollo,NOUN,noun
986,grado,564,grado,NOUN,noun
2472,pagina,190,pagina,NOUN,noun
2475,membri,190,membro,NOUN,noun
2404,galassia,196,galassia,NOUN,noun
664,voce,874,Voce,NOUN,noun
609,telefono,993,telefono,NOUN,noun
2223,fonte,214,fonte,NOUN,noun
2448,parco,192,parco,NOUN,noun
2245,scherzi,211,scherzo,NOUN,noun
2458,gay,191,gay,NOUN,noun
2147,ombra,222,ombra,NOUN,noun
2474,movimento,190,movimento,NOUN,noun
2277,lascialo,207,lascialo,NOUN,noun
2196,spiaggia,216,spiaggia,NOUN,noun
2502,autobus,188,autobus,NOUN,noun
2198,obiettivo,216,obiettivo,NOUN,noun
2479,trovarti,189,trovarto,NOUN,noun
2433,olmo,193,olmo,NOUN,noun
2397,tazza,196,tazza,NOUN,noun
2332,potenza,202,potenza,NOUN,noun
2190,drink,217,drink,NOUN,noun
617,attenzione,967,attenzione,NOUN,noun
988,sinistra,563,sinistra,NOUN,noun
955,tv,583,televisione,NOUN,noun
954,maestro,584,maestro,NOUN,noun
958,fronte,582,fronte,NOUN,noun
1108,scusami,492,scusame,NOUN,noun
4553,conosca,93,conore,NOUN,noun
1122,luna,483,luna,NOUN,noun
4515,lionel,94,lionelre,NOUN,noun
1119,spazio,484,spazio,NOUN,noun
1115,sud,487,sud,NOUN,noun
1114,george,488,george,NOUN,noun
970,incontro,574,incontro,NOUN,noun
1112,saresti,489,saresto,NOUN,noun
1110,forma,491,forma,NOUN,noun
1105,centro,493,centro,NOUN,noun
1126,chiesa,482,chiesa,NOUN,noun
1103,studio,493,studio,NOUN,noun
1102,destino,494,destino,NOUN,noun
1100,razza,494,razza,NOUN,noun
1099,spirito,494,spirito,NOUN,noun
915,avvocato,609,avvocato,NOUN,noun
1111,cervello,491,cervello,NOUN,noun
1093,attacco,498,attacco,NOUN,noun
967,pena,575,pena,NOUN,noun
1462,natura,349,natura,NOUN,noun
1429,compleanno,359,compleanno,NOUN,noun
1430,buio,359,buio,NOUN,noun
1432,codice,358,codice,NOUN,noun
1438,compagno,356,compagno,NOUN,noun
826,cavallo,688,cavallo,NOUN,noun
1501,palle,342,palla,NOUN,noun
1499,emergenza,343,emergenza,NOUN,noun
1493,dubbio,344,dubbio,NOUN,noun
829,consiglio,686,consiglio,NOUN,noun
1487,pietra,344,pietra,NOUN,noun
1458,spada,350,spada,NOUN,noun
1484,cambio,345,cambio,NOUN,noun
1482,lingua,345,lingua,NOUN,noun
828,mattina,686,mattina,NOUN,noun
855,messaggio,663,messaggio,NOUN,noun
4852,amsterdam,86,amsterdamre,NOUN,noun
1466,vaffanculo,348,vaffanculo,NOUN,noun
1463,isola,349,isola,NOUN,noun
1485,biglietto,345,biglietto,NOUN,noun
2364,autorità,200,autorità,NOUN,noun
912,denaro,613,denaro,NOUN,noun
1157,proposito,464,proposito,NOUN,noun
1142,informazioni,471,informazione,NOUN,noun
913,compagnia,611,compagnia,NOUN,noun
1219,naso,436,naso,NOUN,noun
1215,fallo,439,fallo,NOUN,noun
976,notizie,571,notizia,NOUN,noun
998,posizione,558,posizione,NOUN,noun
1013,medico,544,medico,NOUN,noun
1009,pranzo,548,pranzo,NOUN,noun
1146,ballo,470,ballo,NOUN,noun
4218,apertura,103,apertura,NOUN,noun
951,ritardo,585,ritardo,NOUN,noun
952,realtà,585,realtà,NOUN,noun
1003,dolore,554,dolore,NOUN,noun
1000,giuro,555,giuro,NOUN,noun
999,gruppo,558,gruppo,NOUN,noun
953,mare,585,mare,NOUN,noun
1087,metà,499,metà,NOUN,noun
943,calma,589,calma,NOUN,noun
1006,missione,551,missione,NOUN,noun
1153,luogo,466,luogo,NOUN,noun
1148,serata,468,serata,NOUN,noun
1508,livello,340,livello,NOUN,noun
1125,computer,482,computer,NOUN,noun
1127,speranza,481,speranza,NOUN,noun
896,anima,625,anima,NOUN,noun
1898,fastidio,255,fastidio,NOUN,noun
2221,novità,214,novità,NOUN,noun
1926,pressione,251,pressione,NOUN,noun
1925,soluzione,251,soluzione,NOUN,noun
1923,tracce,251,traccia,NOUN,noun
1505,pesce,341,pesce,NOUN,noun
709,fammi,808,fammo,NOUN,noun
1904,operazione,254,operazione,NOUN,noun
1902,cadavere,255,cadavere,NOUN,noun
1900,direzione,255,direzione,NOUN,noun
1895,responsabilità,255,responsabilità,NOUN,noun
1133,tizio,476,tizio,NOUN,noun
704,addio,815,addio,NOUN,noun
2100,gola,228,gola,NOUN,noun
3585,fui,124,fuie,NOUN,noun
1915,amicizia,253,amicizia,NOUN,noun
2125,willie,224,Willie,NOUN,noun
949,cinema,587,Cinema,NOUN,noun
2516,retta,186,retta,NOUN,noun
2159,termine,220,termine,NOUN,noun
2422,assicurazione,195,assicurazione,NOUN,noun
575,aria,1047,aria,NOUN,noun
2162,credete,220,credete,NOUN,noun
2261,teoria,209,teorio,NOUN,noun
583,libro,1036,libro,NOUN,noun
2351,attività,201,attività,NOUN,noun
641,onore,927,onore,NOUN,noun
639,foto,928,foto,NOUN,noun
597,cielo,1020,cielo,NOUN,noun
631,luce,947,luce,NOUN,noun
647,ufficio,914,ufficio,NOUN,noun
2163,articolo,220,articolo,NOUN,noun
2378,venerdì,198,venerdì,NOUN,noun
2202,impressione,216,impressione,NOUN,noun
2205,ann,216,ann,NOUN,noun
2150,monsieur,222,monsieur,NOUN,noun
2316,merito,204,merito,NOUN,noun
2399,qualità,196,qualità,NOUN,noun
2240,flint,212,flint,NOUN,noun
2238,socio,212,socio,NOUN,noun
582,genere,1037,genere,NOUN,noun
2383,pista,198,pista,NOUN,noun
2299,marina,205,Marina,NOUN,noun
2103,titolo,227,titolo,NOUN,noun
2298,neve,205,neve,NOUN,noun
152,dio,4819,Dio,NOUN,noun
2390,piatto,197,piatto,NOUN,noun
650,coraggio,904,coraggio,NOUN,noun
2226,crimine,214,crimine,NOUN,noun
2227,casino,214,casino,NOUN,noun
2224,fantasma,214,fantasma,NOUN,noun
2175,bill,219,bill,NOUN,noun
4173,Carrie,104,carrie,NOUN,noun
2315,pausa,204,pausa,NOUN,noun
2183,ghiaccio,218,ghiaccio,NOUN,noun
2337,betty,202,bettyo,NOUN,noun
2186,capacità,218,capacità,NOUN,noun
2476,lacrime,190,lacrima,NOUN,noun
2201,mezzanotte,216,mezzanotte,NOUN,noun
2263,patria,209,Patria,NOUN,noun
2151,coscienza,222,coscienza,NOUN,noun
