rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,temp_nfkd_it,temp_nfkd_es,it_spanishify,levenshtein
1354,padrone,padrone,master,NOUN,maestro,maestro,NOUN,padrone,maestro,padrone,0.1428571428571429
1361,gii,gii,yes,DET,sí,sí,INTJ,gii,si,gii,0.0
1362,calmati,calmare,take it easy,VERB,tómalo con calma,tómalo,VERB,calmare,tomalo con calma,calmar,0.25
1363,prometto,promeggere,I promise,VERB,prometo,prometer,VERB,promeggere,prometo,promegger,0.5555555555555556
1365,preoccupare,preoccupare,worry,VERB,preocuparse,preocupar él,VERB,preoccupare,preocuparse,preoccupar,0.7272727272727273
1369,ricerca,ricercare,research,VERB,investigación,investigación,NOUN,ricercare,investigacion,ricercar,0.15384615384615385
1370,iniziare,iniziare,start,VERB,comenzar,comenzar,VERB,iniziare,comenzar,iniziar,0.25
1373,soio,soio,soy,NOUN,soja,soja,NOUN,soio,soja,soio,0.5
1377,stazione,stazione,station,NOUN,estación,estación,NOUN,stazione,estacion,stacion,0.75
1378,difesa,difesa,defence,NOUN,defensa,defensa,NOUN,difesa,defensa,difesa,0.7142857142857143
1380,alzati,alzare,get up,VERB,levantarse,levantar él,VERB,alzare,levantarse,alzar,0.30000000000000004
1382,colazione,colazione,breakfast,NOUN,desayuno,desayuno,NOUN,colazione,desayuno,colacion,0.125
1387,società,società,society,NOUN,sociedad,sociedad,NOUN,societa,sociedad,società,0.625
1388,lupo,lupo,wolf,NOUN,lobo,lobo,PROPN,lupo,lobo,lupo,0.5
1389,lezione,lezione,lesson,NOUN,lección,lección,NOUN,lezione,leccion,lezion,0.5714285714285714
1391,uniti,Uniti,united,PROPN,unido,unido,ADJ,Uniti,unido,Uniti,0.4
1394,pelle,pelle,skin,NOUN,piel,piel,NOUN,pelle,piel,pelle,0.4
1398,combattere,combattere,fight,VERB,luchar,luchar,VERB,combattere,luchar,combatter,0.2222222222222222
1403,anzi,anzi,On the contrary,ADV,de lo contrario,de,ADP,anzi,de lo contrario,anzi,0.1333333333333333
1412,amor,amor,love,NOUN,amar,amar,VERB,amor,amar,amor,0.75
1416,effetti,effetto,effects,NOUN,efectos,efecto,NOUN,effetto,efectos,efetto,0.7142857142857143
1419,soprattutto,soprattutto,above all,ADV,sobre todo,sobre,ADP,soprattutto,sobre todo,soprattutto,0.4545454545454546
1427,ovunque,ovunque,everywhere,ADV,en todos lados,en,ADP,ovunque,en todos lados,ovunque,0.0714285714285714
1429,compleanno,compleanno,birthday,NOUN,cumpleaños,cumpleaños,NOUN,compleanno,cumpleanos,compleanno,0.6
1430,buio,buio,dark,ADJ,oscuro,oscuro,ADJ,buio,oscuro,buio,0.33333333333333337
1431,troia,Troia,slut,PROPN,puta,puta,NOUN,Troia,puta,Troia,0.19999999999999996
1432,codice,codice,code,NOUN,código,código,NOUN,codice,codigo,codice,0.5
1438,compagno,compagno,company,NOUN,compañía,compañía,NOUN,compagno,compania,compano,0.625
1442,stamattina,stamattina,this morning,ADV,esta mañana,este,DET,stamattina,esta manana,stamattina,0.5454545454545454
1445,terzo,terzo,third,ADJ,tercero,tercero,ADJ,terzo,tercero,terzo,0.5714285714285714
1447,oddio,oddio,hate,ADJ,odiar,odiar,VERB,oddio,odiar,oddio,0.4
1449,colpevole,colpevole,guilty,ADJ,culpable,culpable,ADJ,colpevole,culpable,colpevole,0.5555555555555556
1450,andremo,andere,we&#39;ll go,VERB,iremos,ir,VERB,andere,iremos,ander,0.0
1451,azione,azione,action,NOUN,acción,acción,NOUN,azione,accion,acion,0.6666666666666667
1453,suono,suono,sound,NOUN,sonido,sonido,NOUN,suono,sonido,suono,0.5
1454,stanco,stanco,tired,ADJ,cansado,cansado,ADJ,stanco,cansado,stanco,0.2857142857142857
1455,preoccupi,preoccupiri,worry,ADV,preocuparse,preocupar él,VERB,preoccupiri,preocuparse,preoccupiri,0.6363636363636364
1456,persino,persino,even,ADV,incluso,incluso,ADV,persino,incluso,persino,0.1428571428571429
1458,spada,spada,spade,NOUN,pala,pala,PROPN,spada,pala,spada,0.6
1460,muoviti,muovire,move,PROPN,mover,mover,VERB,muovire,mover,muovir,0.6666666666666667
1461,sceriffo,sceriffo,sheriff,NOUN,alguacil,alguacil,NOUN,sceriffo,alguacil,scerifo,0.0
1462,natura,natura,nature,NOUN,naturaleza,naturaleza,NOUN,natura,naturaleza,natura,0.6
1466,vaffanculo,vaffanculo,fuck you,NOUN,vete a la mierda,vete,VERB,vaffanculo,vete a la mierda,vafanculo,0.1875
1468,matto,matto,crazy,NOUN,loco,loco,ADJ,matto,loco,matto,0.19999999999999996
1470,dovrò,dovrò,I will have to,AUX,tendré que,tener,VERB,dovro,tendre que,dovrò,0.09999999999999998
1472,londra,Londra,London,PROPN,londres,londres,PROPN,Londra,londres,Londra,0.5714285714285714
1477,riesci,riesci,are able,VERB,son capaces,ser,AUX,riesci,son capaces,riesci,0.09090909090909094
1478,pò,pò,bit,ADV,poco,poco,ADV,po,poco,pò,0.25
1479,lavori,lavoro,jobs,NOUN,trabajos,trabajo,NOUN,lavoro,trabajos,lavoro,0.25
1482,lingua,linguare,tongue,NOUN,lengua,lengua,NOUN,linguare,lengua,linguar,0.7142857142857143
1485,biglietto,biglietto,ticket,NOUN,boleto,boleto,NOUN,biglietto,boleto,billietto,0.5555555555555556
1486,ristorante,ristorante,restaurant,NOUN,restaurante,restaurante,NOUN,ristorante,restaurante,ristorante,0.7272727272727273
1489,nascosto,nascondere,hidden,VERB,oculto,oculto,ADJ,nascondere,oculto,nasconder,0.11111111111111116
1491,innamorato,innamorare,in love,VERB,enamorado,enamorado,ADJ,innamorare,enamorado,innamorar,0.5555555555555556
1493,dubbio,dubbio,doubt,NOUN,duda,duda,NOUN,dubbio,duda,dubbio,0.33333333333333337
1495,albergo,albergo,inn,NOUN,posada,posada,NOUN,albergo,posada,albergo,0.0
1503,infatti,infatti,Indeed,ADV,en efecto,en,ADP,infatti,en efecto,infatti,0.33333333333333337
1505,pesce,pesce,fish,NOUN,pez,pez,NOUN,pesce,pez,pesce,0.4
1508,livello,livello,level,NOUN,nivel,nivel,NOUN,livello,nivel,livello,0.5714285714285714
1509,domattina,domattina,tomorrow morning,ADV,mañana por la mañana,mañana,ADV,domattina,manana por la manana,domattina,0.19999999999999996
1510,viso,viso,face,NOUN,rostro,rostro,NOUN,viso,rostro,viso,0.33333333333333337
1512,scopo,scopo,scope,NOUN,alcance,alcance,NOUN,scopo,alcance,scopo,0.1428571428571429
1515,aiutami,aiutami,help me,VERB,ayúdame,ayúdame,VERB,aiutami,ayudame,aiutami,0.4285714285714286
1518,ispettore,ispettore,inspector,NOUN,inspector,inspector,NOUN,ispettore,inspector,ispettore,0.6666666666666667
1520,esci,escere,you go out,PROPN,sales,sal,NOUN,escere,sales,escer,0.19999999999999996
1522,seduto,sedere,sitting,VERB,sesión,sesión,NOUN,sedere,sesion,seder,0.33333333333333337
1524,desiderio,desiderio,wish,NOUN,desear,desear,VERB,desiderio,desear,desiderio,0.4444444444444444
1525,comune,comune,common,ADJ,común,común,ADJ,comune,comun,comune,0.6666666666666667
1527,stronzate,stronzata,bullshit,VERB,mierda,mierda,NOUN,stronzata,mierda,stronzata,0.11111111111111116
1529,collo,collo,neck,NOUN,cuello,cuello,NOUN,collo,cuello,collo,0.6666666666666667
1531,stavi,stavi,you were,VERB,estabas,estabas,AUX,stavi,estabas,stavi,0.4285714285714286
1536,bè,bè,well,ADV,bueno,bueno,ADJ,be,bueno,bè,0.19999999999999996
1537,ascolti,ascolto,you listen,NOUN,escuchas,escucha,NOUN,ascolto,escuchas,ascolto,0.25
1540,massimo,massimo,maximum,ADJ,máximo,máximo,ADJ,massimo,maximo,massimo,0.5714285714285714
1541,fiducia,fiducia,trust,NOUN,confianza,confianza,NOUN,fiducia,confianza,fiducia,0.2222222222222222
1542,riguarda,riguardare,regard,VERB,respecto,respecto,NOUN,riguardare,respecto,riguardar,0.11111111111111116
1546,urla,urla,yell out,NOUN,gritar,gritar,VERB,urla,gritar,urla,0.33333333333333337
1548,prezzo,prezzo,price,NOUN,precio,precio,NOUN,prezzo,precio,prezzo,0.6666666666666667
1550,guida,guida,guide,VERB,guía,guía,NOUN,guida,guia,guida,0.6
1555,sapevi,sapevi,you knew,VERB,supieras,superar,VERB,sapevi,supieras,sapevi,0.375
1567,eroe,eroe,hero,NOUN,héroe,héroe,NOUN,eroe,heroe,eroe,0.6
1568,ringrazio,ringraziare,I thank,VERB,agradezco,agradecer,VERB,ringraziare,agradezco,ringraziar,0.19999999999999996
1572,dovevi,dovovere,you had to,VERB,tenia que,tenia,VERB,dovovere,tenia que,dovover,0.0
1573,purtroppo,purtroppo,Unfortunately,ADV,desafortunadamente,desafortunadamente,ADV,purtroppo,desafortunadamente,purtroppo,0.11111111111111116
1574,portata,portata,scope,NOUN,alcance,alcance,NOUN,portata,alcance,portata,0.0
1575,cappello,cappello,hat,NOUN,sombrero,sombrero,NOUN,cappello,sombrero,cappello,0.125
1577,suona,suonare,it sounds,VERB,suena,sonar,VERB,suonare,suena,suonar,0.6666666666666667
1579,dipende,dipendere,Depends,VERB,depende,depender,VERB,dipendere,depende,dipender,0.75
1581,utile,utile,useful,ADJ,útil,útil,ADJ,utile,util,utile,0.6
1582,rispondere,rispondere,answer,VERB,respuesta,respuesta,NOUN,rispondere,respuesta,risponder,0.33333333333333337
1585,ognuno,ognuno,each one,PRON,cada uno,cada,DET,ognuno,cada uno,onuno,0.375
1586,giudice,giudice,judge,NOUN,juez,juez,NOUN,giudice,juez,giudice,0.1428571428571429
1591,fucile,fucile,rifle,NOUN,rifle,rifle,NOUN,fucile,rifle,fucile,0.33333333333333337
1594,malato,malare,sick,VERB,enfermo,enfermo,NOUN,malare,enfermo,malar,0.1428571428571429
1598,leggi,legge,laws,NOUN,leyes,ley,NOUN,legge,leyes,legge,0.4
1600,uso,uso,use,NOUN,usar,usar,VERB,uso,usar,uso,0.5
1601,pensiero,pensiero,thought,NOUN,pensamiento,pensamiento,NOUN,pensiero,pensamiento,pensiero,0.6363636363636364
1605,bottiglia,bottiglia,bottle,NOUN,botella,botella,NOUN,bottiglia,botella,bottillia,0.6666666666666667
1606,zia,zia,aunt,NOUN,tía,tía,NOUN,zia,tia,zia,0.33333333333333337
1607,riunione,riunione,meeting,NOUN,reunión,reunión,NOUN,riunione,reunion,riunion,0.7142857142857143
1613,ridicolo,ridicolo,ridiculous,NOUN,ridículo,ridículo,ADJ,ridicolo,ridiculo,ridicolo,0.75
1616,vittima,vittima,victim,NOUN,víctima,víctima,NOUN,vittima,victima,vittima,0.7142857142857143
1621,eppure,eppure,nevertheless,ADV,sin embargo,sin,ADP,eppure,sin embargo,eppure,0.18181818181818177
1628,capace,capace,to be able,ADJ,ser capaz,ser,AUX,capace,ser capaz,capace,0.33333333333333337
1630,accaduto,accadere,happened,VERB,sucedió,suceder,VERB,accadere,sucedio,accader,0.2857142857142857
1638,sedia,sedia,chair,NOUN,silla,silla,NOUN,sedia,silla,sedia,0.4
1639,ferito,ferire,wound,VERB,herida,herida,NOUN,ferire,herida,ferir,0.5
1640,distrutto,distruggere,destroyed,VERB,destruido,destruir,VERB,distruggere,destruido,distrugger,0.5
1642,rischio,rischio,risk,NOUN,riesgo,riesgo,NOUN,rischio,riesgo,rischio,0.4285714285714286
1643,pietà,pietà,compassion,NOUN,compasión,compasión,NOUN,pieta,compasion,pietà,0.11111111111111116
1645,coltello,coltello,knife,NOUN,cuchillo,cuchillo,NOUN,coltello,cuchillo,coltello,0.5
1646,unità,unità,unit,NOUN,unidad,unidad,NOUN,unita,unidad,unità,0.5
1648,smettere,smettere,quit,VERB,abandonar,abandonar,VERB,smettere,abandonar,smetter,0.11111111111111116
1649,sguardo,sguardo,gaze,NOUN,mirada,mirada,NOUN,sguardo,mirada,sguardo,0.2857142857142857
1651,ubriaco,ubriaco,drunk,ADJ,ebrio,ebrio,ADJ,ubriaco,ebrio,ubriaco,0.5714285714285714
1652,domenica,domenica,Sunday,NOUN,domingo,domingo,NOUN,domenica,domingo,domenica,0.5
1653,dappertutto,dappertutto,everywhere,ADV,en todos lados,en,ADP,dappertutto,en todos lados,dappertutto,0.0714285714285714
1654,attore,attore,actor,NOUN,actor,actor,NOUN,attore,actor,attore,0.6666666666666667
1657,allarme,allarme,alarm,NOUN,alarma,alarma,NOUN,allarme,alarma,allarme,0.7142857142857143
1659,guardami,guardamo,watch me,VERB,mírame,mírame,VERB,guardamo,mirame,guardamo,0.375
1660,cavolo,cavolo,cabbage,NOUN,repollo,repollo,NOUN,cavolo,repollo,cavolo,0.4285714285714286
1664,insegnato,insegnare,taught,VERB,enseñó,enseñar,VERB,insegnare,enseno,insenar,0.4285714285714286
1670,dannazione,dannazione,damnation,NOUN,condenación,condenación,NOUN,dannazione,condenacion,dannacion,0.5454545454545454
1673,potessi,potessi,I could,AUX,pude,poder,VERB,potessi,pude,potessi,0.2857142857142857
1675,accettare,accettare,accept,VERB,aceptar,aceptar,VERB,accettare,aceptar,accettar,0.75
1677,sindaco,sindaco,mayor,NOUN,alcalde,alcalde,NOUN,sindaco,alcalde,sindaco,0.0
1678,tranne,tranne,except for,ADP,excepto por,excepto,ADP,tranne,excepto por,tranne,0.09090909090909094
1679,tira,tirare,pull,VERB,jalar,jalar,VERB,tirare,jalar,tirar,0.4
1680,sbrigati,sbrigato,hurry up,VERB,apresúrate,apresúrate,PROPN,sbrigato,apresurate,sbrigato,0.30000000000000004
1681,saprei,sapreare,I would know,VERB,me gustaría saber,yo,PRON,sapreare,me gustaria saber,saprear,0.23529411764705888
1687,conta,contare,matters,VERB,asuntos,asunto,NOUN,contare,asuntos,contar,0.2857142857142857
1689,giustizia,giustizia,justice,NOUN,justicia,justicia,NOUN,giustizia,justicia,giustizia,0.6666666666666667
1693,odore,odore,odor,NOUN,olor,olor,NOUN,odore,olor,odore,0.6
1701,lassù,lassù,up there,VERB,allí arriba,allí,ADV,lassu,alli arriba,lassù,0.18181818181818177
1702,indirizzo,indirizzo,address,NOUN,dirección,dirección,NOUN,indirizzo,direccion,indirizzo,0.11111111111111116
1705,faccenda,faccendare,affair,VERB,amorío,amorío,NOUN,faccendare,amorio,faccendar,0.11111111111111116
1710,rispondi,rispondare,Answers,VERB,respuestas,respuesta,NOUN,rispondare,respuestas,rispondar,0.4
1713,iei,iei,he,AUX,él,él,PRON,iei,el,iei,0.0
1721,maledetto,maledire,cursed,VERB,maldito,maldito,ADJ,maledire,maldito,maledir,0.5714285714285714
1722,frega,fregare,screw,VERB,tornillo,tornillo,NOUN,fregare,tornillo,fregar,0.125
1723,chiamate,chiamata,calls,VERB,llamadas,llamado,ADJ,chiamata,llamadas,chiamata,0.375
1724,campagna,campagna,countryside,NOUN,campo,campo,NOUN,campagna,campo,campana,0.5714285714285714
1725,zitta,zitto,shut up,ADJ,callarse la boca,callar él,VERB,zitto,callarse la boca,zitto,0.0625
1726,vorresti,vorresti,would you,NOUN,¿quieres,¿,PUNCT,vorresti,¿quieres,vorresti,0.125
1729,scorsa,scorso,last,ADJ,último,último,ADJ,scorso,ultimo,scorso,0.16666666666666663
1733,stelle,stella,stars,NOUN,estrellas,estrella,NOUN,stella,estrellas,stella,0.6666666666666667
1737,ég,ég,eg,DET,p.ej,p.ej,CCONJ,eg,p.ej,ég,0.0
1741,sveglia,svegliare,wakes up,VERB,se levanta,él,PRON,svegliare,se levanta,svejar,0.30000000000000004
1742,palazzo,palazzo,building,NOUN,edificio,edificio,NOUN,palazzo,edificio,palazzo,0.125
1743,debole,debole,weak,ADJ,débil,débil,ADJ,debole,debil,debole,0.5
1744,conoscenza,conoscenza,knowledge,NOUN,conocimiento,conocimiento,NOUN,conoscenza,conocimiento,conoscencia,0.41666666666666663
1748,albero,albero,tree,NOUN,árbol,árbol,NOUN,albero,arbol,albero,0.16666666666666663
1750,presento,presentare,I present,VERB,estoy presente,estar,AUX,presentare,estoy presente,presentar,0.4285714285714286
1755,pane,pane,bread,NOUN,pan,pan,NOUN,pane,pan,pane,0.75
1756,opportunità,opportunità,opportunity,NOUN,oportunidad,oportunidad,NOUN,opportunita,oportunidad,opportunità,0.6363636363636364
1757,estate,estate,summer,NOUN,verano,verano,NOUN,estate,verano,estate,0.16666666666666663
1759,arrabbiato,arrabbiare,angry,VERB,enojado,enojado,ADJ,arrabbiare,enojado,arrabbiar,0.0
1760,aperta,aperto,open,VERB,abierto,abierto,ADJ,aperto,abierto,aperto,0.7142857142857143
1767,improvviso,improvviso,sudden,ADJ,repentino,repentino,ADJ,improvviso,repentino,improviso,0.33333333333333337
1770,convinto,convinto,convinced,ADJ,convencido,convencido,ADJ,convinto,convencido,convinto,0.6
1771,università,università,university,NOUN,universidad,universidad,PROPN,universita,universidad,università,0.7272727272727273
1773,mattino,mattino,morning,NOUN,mañana,mañana,ADV,mattino,manana,mattino,0.4285714285714286
1774,finta,finta,fake,NOUN,falso,falso,ADJ,finta,falso,finta,0.19999999999999996
1777,saremmo,saremmo,we would be,AUX,seríamos,seríar,AUX,saremmo,seriamos,saremmo,0.5
1780,pioggia,pioggia,rain,NOUN,lluvia,lluvia,NOUN,pioggia,lluvia,pioggia,0.2857142857142857
1783,desidera,desiderare,want,VERB,desear,desear,VERB,desiderare,desear,desiderar,0.6666666666666667
1785,atto,atto,act,NOUN,acto,acto,NOUN,atto,acto,atto,0.75
1792,spiegare,spiegare,explain,VERB,explicar,explicar,VERB,spiegare,explicar,spiegar,0.375
1793,sii,sii,Yay,AUX,hurra,hurra,NOUN,sii,hurra,sii,0.0
1794,intendi,intendare,you mean,VERB,te refieres a,tú,PRON,intendare,te refieres a,intendar,0.15384615384615385
1798,bevi,bevi,drink,VERB,beber,beber,VERB,bevi,beber,bevi,0.4
1801,farcela,farcee,do it,PROPN,hazlo,hacer él,VERB,farcee,hazlo,farcee,0.16666666666666663
1808,sali,sale,salts,VERB,sales,sal,NOUN,sale,sales,sal,0.6
1809,sabato,sabato,Saturday,NOUN,sábado,sábado,NOUN,sabato,sabado,sabato,0.6666666666666667
1816,lasciatemi,Lasciatemi,leave me,VERB,déjame,déjame,VERB,Lasciatemi,dejame,Lasciatemi,0.19999999999999996
1818,ammazzo,ammazzare,I&#39;ll kill,VERB,mataré,matar,VERB,ammazzare,matare,ammazzar,0.375
1819,stile,stile,style,NOUN,estilo,estilo,NOUN,stile,estilo,stile,0.6666666666666667
1821,lotta,lotta,struggle,NOUN,lucha,lucha,NOUN,lotta,lucha,lotta,0.4
1822,basso,basso,Bass,ADJ,bajo,bajo,ADP,basso,bajo,basso,0.6
1824,dicevo,dicevo,I said,VERB,dije,decir,VERB,dicevo,dije,dicevo,0.5
1825,credimi,credimi,believe me,ADJ,créeme,créemar,VERB,credimi,creeme,credimi,0.4285714285714286
1830,sonno,sonno,sleep,NOUN,dormir,dormir,VERB,sonno,dormir,sonno,0.16666666666666663
1832,dita,dito,fingers,NOUN,dedos,dedo,NOUN,dito,dedos,dito,0.4
1833,angolo,angolo,corner,NOUN,esquina,esquina,NOUN,angolo,esquina,angolo,0.0
1835,raggio,raggio,radius,NOUN,radio,radio,NOUN,raggio,radio,raggio,0.6666666666666667
1838,bicchiere,bicchiere,glass,NOUN,vaso,vaso,NOUN,bicchiere,vaso,bicchier,0.0
1839,sbaglio,sbaglio,I err,VERB,me equivoco,yo,PRON,sbaglio,me equivoco,sbaglio,0.18181818181818177
1845,immagine,immagine,image,NOUN,imagen,imagen,NOUN,immagine,imagen,immagine,0.625
1848,secolo,secolo,century,NOUN,siglo,siglo,NOUN,secolo,siglo,secolo,0.5
1854,est,Est,East,NOUN,este,este,DET,Est,este,Est,0.5
1856,coppia,coppia,couple,NOUN,pareja,pareja,NOUN,coppia,pareja,coppia,0.16666666666666663
1857,antichi,antico,ancient,ADJ,antiguo,antiguo,ADJ,antico,antiguo,antico,0.7142857142857143
1859,torta,torgere,cake,ADJ,pastel,pastel,NOUN,torgere,pastel,torger,0.16666666666666663
1863,discutere,discutere,discuss,VERB,conversar,conversar,VERB,discutere,conversar,discuter,0.11111111111111116
1866,schiena,schiena,back,NOUN,atrás,atrás,ADV,schiena,atras,schiena,0.0
1870,ferita,ferito,wound,VERB,herida,herida,NOUN,ferito,herida,ferito,0.5
1874,ragazzino,ragazzino,little boy,NOUN,niñito,niñito,NOUN,ragazzino,ninito,ragazzino,0.2222222222222222
1877,progetto,progetto,project,NOUN,proyecto,proyecto,NOUN,progetto,proyecto,progetto,0.75
1881,tedeschi,tedesco,Germans,ADJ,alemanes,alemán,NOUN,tedesco,alemanes,tedesco,0.125
1883,giacca,giacca,jacket,NOUN,chaqueta,chaqueta,NOUN,giacca,chaqueta,giacca,0.25
1885,vuoto,vuoto,empty,ADJ,vacío,vacío,ADJ,vuoto,vacio,vuoto,0.4
1886,contratto,contrarre,contract,VERB,contrato,contrato,NOUN,contrarre,contrato,contrarre,0.6666666666666667
1891,siate,siate,be,AUX,ser,ser,AUX,siate,ser,siate,0.19999999999999996
1898,fastidio,fastidio,nuisance,NOUN,tontería,tontería,NOUN,fastidio,tonteria,fastidio,0.125
1900,direzione,direzione,direction,NOUN,dirección,dirección,NOUN,direzione,direccion,direzion,0.6666666666666667
1905,offerta,offrire,offer,VERB,oferta,oferta,NOUN,offrire,oferta,ofrir,0.5
1910,mossa,mossare,move,VERB,mover,mover,VERB,mossare,mover,mossar,0.5
1915,amicizia,amicizia,friendship,NOUN,amistad,amistad,NOUN,amicizia,amistad,amicizia,0.375
1916,abito,abitare,suit,VERB,traje,traje,NOUN,abitare,traje,abitar,0.0
1919,peggiore,peggiore,worse,ADJ,peor,peor,ADJ,peggiore,peor,peggiore,0.5
1921,incinta,incinto,pregnant,PROPN,embarazada,embarazado,ADJ,incinto,embarazada,incinto,0.0
1922,disturbo,disturbo,I disturb,NOUN,molesto,molesto,ADJ,disturbo,molesto,disturbo,0.125
1923,tracce,traccia,tracks,NOUN,pistas,pista,NOUN,traccia,pistas,traccia,0.0
1926,pressione,pressione,pressure,NOUN,presión,presión,NOUN,pressione,presion,pression,0.75
1928,neppure,neppure,not even,ADV,ni siquiera,ni,CCONJ,neppure,ni siquiera,neppure,0.2727272727272727
1932,stanca,stancare,tired,VERB,cansado,cansado,ADJ,stancare,cansado,stancar,0.2857142857142857
1934,migliaia,migliaio,thousands,NOUN,miles,mil,NUM,migliaio,miles,milliaio,0.375
1935,facevo,facevo,I did,VERB,hice,hacer,VERB,facevo,hice,facevo,0.33333333333333337
1937,angelo,angelo,angel,NOUN,ángel,ángel,PROPN,angelo,angel,angelo,0.6666666666666667
1942,potevi,potevi,you could,AUX,podrías,podriar,AUX,potevi,podrias,potevi,0.2857142857142857
1944,maestà,maestà,majesty,NOUN,majestad,majestad,NOUN,maesta,majestad,maestà,0.625
1949,babbo,Babbo,dad,PROPN,papá,papá,NOUN,Babbo,papa,Babbo,0.19999999999999996
1953,rilassati,rilassare,take it easy,VERB,tómalo con calma,tómalo,VERB,rilassare,tomalo con calma,rilassar,0.125
1957,buco,buco,hole,NOUN,agujero,agujero,NOUN,buco,agujero,buco,0.2857142857142857
1961,personaggio,personaggio,character,NOUN,personaje,personaje,NOUN,personaggio,personaje,personaggio,0.6363636363636364
1965,sarete,sarete,you will be,AUX,será,ser,AUX,sarete,sera,sarete,0.33333333333333337
1967,perfino,perfino,even,ADV,incluso,incluso,ADV,perfino,incluso,perfino,0.1428571428571429
1968,paradiso,Paradiso,paradise,PROPN,paraíso,paraíso,PROPN,Paradiso,paraiso,Paradiso,0.625
1969,orecchie,orecchia,ears,NOUN,orejas,oreja,NOUN,orecchia,orejas,orecchia,0.375
1971,stagione,stagione,season,NOUN,estación,estación,NOUN,stagione,estacion,stagion,0.625
1972,ospiti,ospite,guests,NOUN,huéspedes,huésped,NOUN,ospite,huespedes,ospite,0.33333333333333337
1973,minaccia,minacciare,threat,VERB,amenaza,amenazar,VERB,minacciare,amenaza,minacciar,0.33333333333333337
1975,turno,turno,shift,NOUN,cambio,cambio,NOUN,turno,cambio,turno,0.16666666666666663
1976,stavolta,stavolta,this time,ADV,esta vez,este,DET,stavolta,esta vez,stavolta,0.25
1977,sparo,sparo,I&#39;m shooting,NOUN,estoy disparando,estar,AUX,sparo,estoy disparando,sparo,0.3125
1978,interesse,interesse,interest,NOUN,interés,interés,NOUN,interesse,interes,interesse,0.6666666666666667
1980,compito,compito,task,NOUN,tarea,tarea,NOUN,compito,tarea,compito,0.0
1981,carico,carico,load,NOUN,carga,carga,NOUN,carico,carga,carico,0.5
1983,vergogna,vergogna,shame,NOUN,lástima,lástima,NOUN,vergogna,lastima,vergona,0.1428571428571429
1984,speriamo,sperare,We hope,VERB,esperamos,esperar,VERB,sperare,esperamos,sperar,0.5555555555555556
1985,portami,portamio,bring me,ADJ,tráeme,tráeme,VERB,portamio,traeme,portamio,0.25
1988,guidare,guidare,guide,VERB,guía,guía,NOUN,guidare,guia,guidar,0.5
1999,scusatemi,scusatemi,sorry,VERB,lo siento,él,PRON,scusatemi,lo siento,scusatemi,0.11111111111111116
2000,richiesta,richiesta,request,NOUN,pedido,pedido,ADJ,richiesta,pedido,richiesta,0.11111111111111116
2002,ossa,osso,bone,NOUN,hueso,hueso,NOUN,osso,hueso,osso,0.4
2003,arresto,arresto,arrest,NOUN,arrestar,arrestar,VERB,arresto,arrestar,arresto,0.75
2004,alba,alba,Sunrise,NOUN,amanecer,amanecer,VERB,alba,amanecer,alba,0.125
2005,politica,politico,politics,ADJ,política,política,NOUN,politico,politica,politico,0.75
2008,andarmene,andarmene,leave,VERB,dejar,dejar,VERB,andarmene,dejar,andarmene,0.2222222222222222
2009,troveremo,troveremere,we will find,VERB,lo encontraremos,él,PRON,troveremere,lo encontraremos,troveremer,0.25
2011,prete,prete,priest,NOUN,sacerdote,sacerdote,NOUN,prete,sacerdote,prete,0.33333333333333337
2013,malattia,malattia,illness,NOUN,enfermedad,enfermedad,NOUN,malattia,enfermedad,malattia,0.09999999999999998
2018,tribunale,tribunale,court,NOUN,corte,corte,NOUN,tribunale,corte,tribunal,0.0
2020,plancia,plancia,dashboard,NOUN,panel,panel,NOUN,plancia,panel,plancia,0.4285714285714286
2021,mettiti,mettire,put on,VERB,ponerse,poner él,VERB,mettire,ponerse,mettir,0.0
2022,inoltre,inoltre,Furthermore,ADV,además,además,ADV,inoltre,ademas,inoltre,0.0
2023,danni,danno,damage,NOUN,daño,daño,NOUN,danno,dano,danno,0.6
2025,sciocchezze,sciocchezza,nonsense,NOUN,disparates,disparate,NOUN,sciocchezza,disparates,sciocchezza,0.09090909090909094
2027,miracolo,miracolo,miracle,NOUN,milagro,milagro,NOUN,miracolo,milagro,miracolo,0.5
2031,trappola,trappola,trap,NOUN,trampa,trampa,NOUN,trappola,trampa,trappola,0.625
2033,lieto,lieto,glad,ADJ,contento,contento,ADJ,lieto,contento,lieto,0.375
2039,porca,porco,slut,NOUN,puta,puta,NOUN,porco,puta,porco,0.19999999999999996
2040,intanto,intanto,meanwhile,ADV,mientras tanto,mientras,CCONJ,intanto,mientras tanto,intanto,0.5
2042,dritto,drigtiere,straight,VERB,derecho,derecho,NOUN,drigtiere,derecho,drigtier,0.125
2043,velocità,velocità,speed,NOUN,velocidad,velocidad,NOUN,velocita,velocidad,velocità,0.6666666666666667
2046,fattoria,fattoria,farm,NOUN,granja,granja,NOUN,fattoria,granja,fattoria,0.125
2051,scuse,scusa,apologies,VERB,disculpas,disculpa,NOUN,scusa,disculpas,scusa,0.4444444444444444
2052,ruolo,ruolo,role,NOUN,role,role,PROPN,ruolo,role,ruolo,0.6
2054,passione,passione,passion,NOUN,pasión,pasión,NOUN,passione,pasion,passion,0.7142857142857143
