rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,match_type,score
3617,centesimi,centesimo,cents,NOUN,centavos,centavo,NOUN,wordnet,0.5555555555555556
3640,consigli,consiglio,advice,NOUN,consejo,consejo,PROPN,levenshtein,0.5555555555555556
3746,dicessi,dicessare,I said,VERB,dije,decir,VERB,wordnet,0.5555555555555556
4189,seguitemi,seguitemi,follow me,ADJ,sígueme,sígueme,VERB,levenshtein,0.5555555555555556
4480,iniezione,iniezione,injection,NOUN,inyección,inyección,NOUN,levenshtein,0.5555555555555556
4648,riflettere,riflettere,reflect,VERB,reflejar,reflejar,VERB,levenshtein,0.5555555555555556
4698,onorevole,onorevole,Honorable,NOUN,honorable,honorable,ADJ,levenshtein,0.5555555555555556
4873,mercoledì,mercoledì,Wednesday,NOUN,miércoles,miércoles,NOUN,levenshtein,0.5555555555555556
1442,stamattina,stamattina,this morning,ADV,esta mañana,este,DET,levenshtein,0.5454545454545454
1640,distrutto,distruggere,destroyed,VERB,destruido,destruir,VERB,wordnet,0.5454545454545454
1670,dannazione,dannazione,damnation,NOUN,condenación,condenación,NOUN,levenshtein,0.5454545454545454
2214,respiro,respiro,breath,NOUN,aliento,aliento,NOUN,wordnet,0.5454545454545454
2439,appartiene,appartenere,belongs,VERB,pertenece,pertenecer,VERB,wordnet,0.5454545454545454
2616,giornalista,giornalista,journalist,NOUN,periodista,periodista,NOUN,wordnet,0.5454545454545454
3501,ragionevole,ragionevole,reasonable,ADJ,razonable,razonable,ADJ,levenshtein,0.5454545454545454
3595,cambiamento,cambiamento,change,NOUN,cambiar,cambiar,VERB,levenshtein,0.5454545454545454
3840,sconosciuto,sconosciuto,unknown,ADJ,desconocido,desconocido,ADJ,levenshtein,0.5454545454545454
430,importa,importare,it matters,VERB,es importante,ser,AUX,levenshtein,0.5384615384615384
3152,combattimento,combattimento,combat,NOUN,combatir,combatir,VERB,levenshtein,0.5384615384615384
2826,sterline,sterlina,pounds,NOUN,libras,libra,NOUN,wordnet,0.5333333333333333
2,di,di,Of,ADP,de,de,ADP,levenshtein,0.5
10,per,per,For,ADP,para,para,ADP,levenshtein,0.5
26,se,se,if,SCONJ,si,si,SCONJ,levenshtein,0.5
27,io,io,I,PRON,i,i,CCONJ,levenshtein,0.5
29,da,da,from,ADP,de,de,ADP,levenshtein,0.5
32,questo,questo,This,DET,este,este,DET,levenshtein,0.5
33,qui,qui,here,ADV,aquí,aquí,ADV,levenshtein,0.5
54,così,così,Like this,ADV,como esto,como,SCONJ,wordnet,0.5
56,ne,ne,no,PRON,no,no,ADV,levenshtein,0.5
58,fare,fare,Do,VERB,hacer,hacer,VERB,wordnet,0.5
136,anni,anno,years,NOUN,años,año,NOUN,wordnet,0.5
139,fuori,fuori,out,ADV,afuera,afuera,ADV,levenshtein,0.5
170,lavoro,lavorare,Work,VERB,trabajar,trabajar,VERB,wordnet,0.5
178,cui,cui,which,PRON,cual,cual,PRON,levenshtein,0.5
185,beh,beh,Well,ADV,bien,bien,ADV,levenshtein,0.5
192,vai,vaire,go,VERB,ir,ir,VERB,levenshtein,0.5
286,ragione,ragione,reason,NOUN,razón,razón,NOUN,levenshtein,0.5
310,trovato,trovare,found,VERB,encontró,encontrar,VERB,wordnet,0.5
319,qua,qua,here,ADV,aquí,aquí,ADV,levenshtein,0.5
344,morte,morto,death,VERB,muerte,muerte,NOUN,levenshtein,0.5
361,macchina,macchina,machine,NOUN,máquina,máquina,NOUN,levenshtein,0.5
446,verità,verità,truth,NOUN,verdad,verdad,NOUN,levenshtein,0.5
456,cosi,coe,Like this,ADP,como esto,como,SCONJ,wordnet,0.5
463,dietro,dietro,behind,ADV,detrás,detrás,ADV,levenshtein,0.5
471,cinque,cinque,five,NUM,cinco,cinco,NUM,levenshtein,0.5
491,roba,roba,stuff,NOUN,cosa,cosa,NOUN,levenshtein,0.5
501,stanza,stanza,room,NOUN,habitación,habitación,NOUN,wordnet,0.5
513,né,né,nor,CCONJ,ni,ni,CCONJ,levenshtein,0.5
568,ascolta,ascoltare,Listen,VERB,escuchar,escuchar,VERB,levenshtein,0.5
575,aria,aria,air,NOUN,aire,aire,NOUN,wordnet,0.5
591,paio,paio,couple,NOUN,pareja,pareja,NOUN,wordnet,0.5
631,luce,luce,light,NOUN,luz,luz,NOUN,levenshtein,0.5
650,coraggio,coraggio,courage,NOUN,coraje,coraje,NOUN,levenshtein,0.5
659,tratta,trattare,deals with,VERB,tratos con,trato,NOUN,wordnet,0.5
664,voce,voce,voice,NOUN,voz,voz,NOUN,levenshtein,0.5
680,maggiore,maggiore,greater,ADJ,mayor que,mayor,ADJ,wordnet,0.5
748,zio,zio,Uncle,NOUN,tío,tío,NOUN,wordnet,0.5
829,consiglio,consigliare,advise,VERB,aconsejar,aconsejar,VERB,levenshtein,0.5
909,carino,carino,cute,ADJ,lindo,lindo,ADJ,wordnet,0.5
937,chiave,chiave,key,NOUN,llave,llave,NOUN,levenshtein,0.5
952,realtà,realtà,reality,NOUN,realidad,realidad,NOUN,levenshtein,0.5
1014,parigi,Parigi,Paris,PROPN,parís,parís,PROPN,wordnet,0.5
1031,ponte,Ponte,bridge,PROPN,puente,puente,NOUN,levenshtein,0.5
1034,rimasto,rimanere,remained,VERB,permaneció,permanecer,VERB,wordnet,0.5
1036,caccia,cacciare,hunting,VERB,caza,cazar,VERB,wordnet,0.5
1073,otto,otto,eight,NUM,ocho,ocho,NUM,levenshtein,0.5
1093,attacco,attacco,attack,NOUN,ataque,ataque,NOUN,wordnet,0.5
1139,povero,povero,poor,ADJ,pobre,pobre,ADJ,levenshtein,0.5
1146,ballo,ballo,dance,NOUN,bailar,bailar,VERB,levenshtein,0.5
1172,palla,palla,ball,NOUN,pelota,pelota,NOUN,levenshtein,0.5
1191,pericolo,pericolo,danger,NOUN,peligro,peligro,NOUN,levenshtein,0.5
1249,ascoltami,ascoltami,listen to me,VERB,escúchame,escúchamir,VERB,wordnet,0.5
1251,sé,sé,if,PRON,si,si,SCONJ,levenshtein,0.5
1252,rubato,rubare,stolen,VERB,robado,robado,ADJ,levenshtein,0.5
1373,soio,soio,soy,NOUN,soja,soja,NOUN,levenshtein,0.5
1388,lupo,lupo,wolf,NOUN,lobo,lobo,PROPN,levenshtein,0.5
1431,troia,Troia,slut,PROPN,puta,puta,NOUN,wordnet,0.5
1432,codice,codice,code,NOUN,código,código,NOUN,levenshtein,0.5
1453,suono,suono,sound,NOUN,sonido,sonido,NOUN,levenshtein,0.5
1594,malato,malare,sick,VERB,enfermo,enfermo,NOUN,wordnet,0.5
1600,uso,uso,use,NOUN,usar,usar,VERB,levenshtein,0.5
1606,zia,zia,aunt,NOUN,tía,tía,NOUN,wordnet,0.5
1630,accaduto,accadere,happened,VERB,sucedió,suceder,VERB,wordnet,0.5
1639,ferito,ferire,wound,VERB,herida,herida,NOUN,levenshtein,0.5
1643,pietà,pietà,compassion,NOUN,compasión,compasión,NOUN,wordnet,0.5
1645,coltello,coltello,knife,NOUN,cuchillo,cuchillo,NOUN,levenshtein,0.5
1646,unità,unità,unit,NOUN,unidad,unidad,NOUN,levenshtein,0.5
1652,domenica,domenica,Sunday,NOUN,domingo,domingo,NOUN,levenshtein,0.5
1723,chiamate,chiamata,calls,VERB,llamadas,llamado,ADJ,wordnet,0.5
1743,debole,debole,weak,ADJ,débil,débil,ADJ,levenshtein,0.5
1777,saremmo,saremmo,we would be,AUX,estaríamos,estaríar,AUX,levenshtein,0.5
1832,dita,dito,fingers,NOUN,dedos,dedo,NOUN,wordnet,0.5
1848,secolo,secolo,century,NOUN,siglo,siglo,NOUN,levenshtein,0.5
1854,est,Est,east,NOUN,este,este,DET,levenshtein,0.5
1856,coppia,coppia,couple,NOUN,pareja,pareja,NOUN,wordnet,0.5
1870,ferita,ferito,wound,VERB,herida,herida,NOUN,levenshtein,0.5
1905,offerta,offrire,offer,VERB,oferta,oferta,NOUN,levenshtein,0.5
1910,mossa,mossare,move,VERB,mover,mover,VERB,levenshtein,0.5
1919,peggiore,peggiore,worse,ADJ,peor,peor,ADJ,levenshtein,0.5
1934,migliaia,migliaio,thousands,NOUN,miles,mil,NUM,wordnet,0.5
1969,orecchie,orecchia,ears,NOUN,orejas,oreja,NOUN,wordnet,0.5
1988,guidare,guidare,guide,VERB,guía,guía,NOUN,levenshtein,0.5
2027,miracolo,miracolo,miracle,NOUN,milagro,milagro,NOUN,levenshtein,0.5
2040,intanto,intanto,meanwhile,ADV,mientras tanto,mientras,CCONJ,levenshtein,0.5
2051,scuse,scusa,apologies,VERB,disculpas,disculpa,NOUN,wordnet,0.5
2088,po,po,bit,ADV,poco,poco,ADV,levenshtein,0.5
2102,giardino,giardino,garden,NOUN,jardín,jardín,NOUN,levenshtein,0.5
2128,nipote,nipote,Grandchild,NOUN,nieto,nieto,NOUN,levenshtein,0.5
2160,quarto,quarto,fourth,ADJ,cuatro,cuatro,NUM,levenshtein,0.5
2252,corrente,corrente,current,ADJ,actual,actual,ADJ,wordnet,0.5
2292,taglio,taglio,cut,NOUN,cortar,cortar,VERB,wordnet,0.5
2296,sey,sey,six,PRON,seis,seis,NUM,levenshtein,0.5
2392,eravate,eravare,you were,VERB,eras,era,NOUN,levenshtein,0.5
2399,qualità,qualità,quality,NOUN,calidad,calidad,NOUN,wordnet,0.5
2448,parco,parco,park,NOUN,parque,parque,NOUN,levenshtein,0.5
2507,invito,invito,invitation,NOUN,invitación,invitación,NOUN,levenshtein,0.5
2533,quartiere,quartiere,quarter,NOUN,cuarto,cuarto,ADJ,levenshtein,0.5
2560,mostra,mostrare,show,VERB,espectáculo,espectáculo,NOUN,wordnet,0.5
2580,quanta,quanta,how much,DET,cuánto,cuánto,PRON,levenshtein,0.5
2606,fuggire,fuggire,run away,VERB,huir,huir,VERB,levenshtein,0.5
2648,giapponese,giapponese,Japanese,ADJ,japonés,japonés,ADJ,levenshtein,0.5
2657,reparto,reparto,department,NOUN,departamento,departamento,NOUN,levenshtein,0.5
2732,barone,Barone,baron,PROPN,barón,barón,NOUN,levenshtein,0.5
2751,sopporto,soppriro,I support,PROPN,apoyo,apoyo,NOUN,wordnet,0.5
2764,ammiraglio,ammiraglio,admiral,NOUN,almirante,almirante,NOUN,levenshtein,0.5
2785,tratto,trarre,treatment,VERB,tratamiento,tratamiento,NOUN,wordnet,0.5
2797,rendi,rendre,make,VERB,hacer,hacer,VERB,wordnet,0.5
2800,merita,meritare,deserves,VERB,merece,merecer,VERB,wordnet,0.5
2804,cor,cor,heart,VERB,corazón,corazón,NOUN,wordnet,0.5
2820,datemi,datemi,give me,VERB,dame,dame,VERB,levenshtein,0.5
2860,sará,saráre,will be,VERB,será,ser,AUX,levenshtein,0.5
2890,racconti,racconto,stories,VERB,historias,historia,NOUN,wordnet,0.5
2912,dubito,dubitare,I doubt,VERB,dudo,dudar,VERB,wordnet,0.5
2913,conviene,convenere,it&#39;s convenient,VERB,es conveniente,ser,AUX,levenshtein,0.5
2943,dodici,dodici,twelve,NUM,doce,doce,NUM,levenshtein,0.5
2951,sparisci,spariscare,disappear,VERB,desaparecer,desaparecer,VERB,wordnet,0.5
2957,fred,fred,cold,ADJ,frío,frío,NOUN,levenshtein,0.5
2990,sparate,sparata,shoot,VERB,disparar,disparar,VERB,levenshtein,0.5
2996,lottare,lottare,to fight,VERB,luchar,luchar,VERB,levenshtein,0.5
3000,vidi,vidi,I saw,VERB,vi,ver,VERB,levenshtein,0.5
3002,tempesta,tempesta,storm,NOUN,tormenta,tormenta,NOUN,levenshtein,0.5
3021,paride,parido,Paris,PRON,parís,parís,PROPN,levenshtein,0.5
3042,levati,levare,get up,VERB,levantarse,levantar él,VERB,levenshtein,0.5
3049,sete,sete,thirst,NOUN,sed,sed,NOUN,levenshtein,0.5
3064,fegato,fegato,liver,NOUN,hígado,hígado,NOUN,levenshtein,0.5
3130,doccia,doccia,shower,NOUN,ducha,ducha,NOUN,levenshtein,0.5
3149,copione,copione,script,NOUN,guion,guion,PROPN,levenshtein,0.5
3163,maschera,maschera,mask,NOUN,mascarilla,mascarilla,NOUN,levenshtein,0.5
3170,coraggioso,coraggioso,brave,ADJ,corajudo,corajudo,ADJ,levenshtein,0.5
3238,urlare,urlare,scream,VERB,gritar,gritar,VERB,levenshtein,0.5
3289,scrivania,scrivania,desk,NOUN,escritorio,escritorio,NOUN,levenshtein,0.5
3342,febbre,febbra,fever,ADJ,fiebre,fiebre,NOUN,levenshtein,0.5
3421,cravatta,cravatta,necktie,NOUN,corbata,corbata,NOUN,levenshtein,0.5
3473,uscendo,uscere,going out,VERB,salir,salir,VERB,wordnet,0.5
3475,scrivi,scrivare,you write,VERB,escribes,escribir,VERB,levenshtein,0.5
3484,ebbene,ebbene,well,ADV,bueno,bueno,ADJ,levenshtein,0.5
3532,finiti,finito,finished,VERB,finalizado,finalizado,ADJ,levenshtein,0.5
3537,cominci,cominci,you begin,VERB,empiezas,empezar,VERB,wordnet,0.5
3540,ambasciatore,ambasciatore,ambassador,NOUN,embajador,embajador,NOUN,levenshtein,0.5
3560,benedica,benedica,bless,VERB,bendecir,bendecir,VERB,levenshtein,0.5
3599,ammettere,ammettere,admit,VERB,admitir,admitir,VERB,levenshtein,0.5
3644,cancro,cancro,cancer,NOUN,cáncer,cáncer,NOUN,levenshtein,0.5
3716,ditemi,ditemi,tell me,VERB,dime,dimir,VERB,levenshtein,0.5
3730,sottofondo,sottofondo,background,NOUN,fondo,fondo,NOUN,levenshtein,0.5
3744,fiamme,fiamma,flames,NOUN,llamas,llama,NOUN,wordnet,0.5
3767,patate,patata,potatoes,NOUN,papas,papa,NOUN,levenshtein,0.5
3801,imbarazzante,imbarazzante,embarrassing,ADJ,embarazoso,embarazoso,ADJ,levenshtein,0.5
3838,soggetto,soggetto,subject,ADJ,sujeto,sujeto,ADJ,levenshtein,0.5
3875,rete,rete,net,NOUN,neto,neto,ADJ,levenshtein,0.5
3889,dacci,daccio,give us,VERB,danos,dano,NOUN,wordnet,0.5
3965,rendo,rere,I give back,VERB,devuelvo,devolver,VERB,wordnet,0.5
3997,reato,reato,crime,NOUN,delito,delito,NOUN,levenshtein,0.5
4002,nervi,nere,nerves,ADJ,nervios,nervio,NOUN,wordnet,0.5
4009,fatelo,fatelo,do it,VERB,hazlo,hacer él,VERB,levenshtein,0.5
4058,penserà,pensere,he will think,VERB,él pensará,él,PRON,levenshtein,0.5
4072,bravissimo,brave,excellent,ADJ,excelente,excelente,ADJ,wordnet,0.5
4090,morso,morso,bite,NOUN,morder,morder,VERB,levenshtein,0.5
4147,svelti,svelto,quick,VERB,rápido,rápido,ADJ,wordnet,0.5
4148,spegni,spegnare,turn off,VERB,apagar,apagar,VERB,levenshtein,0.5
4184,tolga,tolere,take away,VERB,llevar,llevar,VERB,wordnet,0.5
4187,spagna,Spagna,Spain,PROPN,españa,españa,PROPN,levenshtein,0.5
4222,sinceramente,sinceramente,sincerely,ADV,atentamente,atentamente,ADV,levenshtein,0.5
4226,rinforzi,rinforzo,reinforcements,NOUN,refuerzos,refuerzo,NOUN,wordnet,0.5
4258,riga,riga,line,NOUN,línea,línea,NOUN,wordnet,0.5
4311,sorridere,sorridere,smile,VERB,sonrisa,sonrisa,NOUN,levenshtein,0.5
4340,beviamo,bevare,let&#39;s drink,PROPN,bebamos,ber,VERB,wordnet,0.5
4358,possesso,possesso,possession,NOUN,posesión,posesión,NOUN,levenshtein,0.5
4430,mobili,mobile,mobile,ADJ,móvil,móvil,NOUN,wordnet,0.5
4478,interrompere,interrompere,stop,VERB,detener,detener,VERB,wordnet,0.5
4495,spinta,spintare,push,ADJ,empujar,empujar,VERB,wordnet,0.5
4512,nebbia,nebbia,fog,NOUN,niebla,niebla,NOUN,levenshtein,0.5
4589,coniglio,coniglio,rabbit,NOUN,conejo,conejo,NOUN,levenshtein,0.5
4645,salvezza,salvezza,salvation,NOUN,salvación,salvación,NOUN,wordnet,0.5
4697,percorso,percorrere,path,VERB,camino,camino,NOUN,wordnet,0.5
4776,stabilire,stabilire,to establish,VERB,establecer,establecer,VERB,levenshtein,0.5
4782,rapito,rapire,kidnapped,VERB,secuestrado,secuestrar,VERB,wordnet,0.5
4810,appoggio,appoggio,support,NOUN,apoyo,apoyo,NOUN,levenshtein,0.5
4835,ni,ni,no,PUNCT,no,no,ADV,levenshtein,0.5
4849,badare,badare,to take care,VERB,cuidar,cuidar,VERB,levenshtein,0.5
4902,appare,apparire,appears,VERB,aparece,aparecer,VERB,wordnet,0.5
4911,signa,signare,sign,VERB,firmar,firmar,VERB,levenshtein,0.5
4920,quantità,quantità,amount,NOUN,cantidad,cantidad,NOUN,wordnet,0.5
4938,flusso,flusso,flow,NOUN,fluir,fluir,VERB,levenshtein,0.5
4974,pessimo,pessimo,terrible,ADJ,horrible,horrible,ADJ,wordnet,0.5
4983,linguaggio,linguaggio,language,NOUN,idioma,idioma,NOUN,wordnet,0.5
813,buonanotte,buonanotta,Good night,ADJ,buenas noches,buena,ADJ,levenshtein,0.46153846153846156
3938,procedura,procedurare,procedure,VERB,procedimiento,procedimiento,NOUN,levenshtein,0.46153846153846156
278,porta,portare,brings,VERB,trae,traer,VERB,wordnet,0.4545454545454546
1220,attraverso,attraverso,through,ADP,a través de,a,ADP,levenshtein,0.4545454545454546
1419,soprattutto,soprattutto,above all,ADV,sobre todo,sobre,ADP,levenshtein,0.4545454545454546
2009,troveremo,troveremere,we will find,VERB,encontraremos,encontrar,VERB,wordnet,0.4545454545454546
2152,sigaretta,sigarettare,cigarette,VERB,cigarrillo,cigarrillo,NOUN,wordnet,0.4545454545454546
2579,complimenti,complimento,Well done,NOUN,bien hecho,bien,ADV,wordnet,0.4545454545454546
2932,spiegazione,spiegazione,explanation,NOUN,explicación,explicación,NOUN,levenshtein,0.4545454545454546
3033,sparito,sparire,disappeared,VERB,desapareció,desaparecer,VERB,levenshtein,0.4545454545454546
3112,apposta,apposta,on purpose,ADV,a propósito,a,ADP,levenshtein,0.4545454545454546
3204,raccomando,raccomandere,I recommend,ADJ,recomiendo,recomeir,VERB,levenshtein,0.4545454545454546
3255,velocemente,velocemente,quickly,ADV,rápidamente,rápidamente,ADV,levenshtein,0.4545454545454546
3391,riconosciuto,riconoscere,recognized,VERB,conocido,conocido,ADJ,wordnet,0.4545454545454546
3454,raccolto,raccogliere,harvest,VERB,cosecha,cosecha,NOUN,wordnet,0.4545454545454546
3754,aspettami,aspettamare,wait for me,VERB,espérame,espérame,ADJ,wordnet,0.4545454545454546
3831,allenatore,allenatore,trainer,NOUN,entrenador,entrenador,NOUN,wordnet,0.4545454545454546
4303,atterraggio,atterraggio,landing,NOUN,aterrizaje,aterrizaje,NOUN,levenshtein,0.4545454545454546
4449,commissario,commissario,commissioner,NOUN,notario,notario,ADJ,levenshtein,0.4545454545454546
4506,probabilità,probabilità,chance,NOUN,oportunidad,oportunidad,NOUN,wordnet,0.4545454545454546
4923,porno,porno,porn,PRON,pornografía,pornografía,NOUN,levenshtein,0.4545454545454546
4942,equilibrio,equilibrio,balance,NOUN,balance,balance,NOUN,wordnet,0.4545454545454546
4945,disagio,disagio,unease,NOUN,inquietud,inquietud,NOUN,wordnet,0.4545454545454546
102,vero,vero,True,ADJ,verdadero,verdadero,ADJ,levenshtein,0.4444444444444444
209,prego,pregare,Please,VERB,por favor,por,ADP,levenshtein,0.4444444444444444
493,migliore,migliore,improve,ADJ,mejorar,mejorar,VERB,wordnet,0.4444444444444444
753,sicurezza,sicurezza,safety,NOUN,seguridad,seguridad,NOUN,wordnet,0.4444444444444444
785,permesso,permettere,permit,VERB,permiso,permiso,NOUN,levenshtein,0.4444444444444444
855,messaggio,messaggio,message,NOUN,mensaje,mensaje,NOUN,levenshtein,0.4444444444444444
865,aereo,aereo,airplane,NOUN,avión,avión,NOUN,wordnet,0.4444444444444444
905,rapporto,rapporto,relationship,NOUN,relación,relación,NOUN,wordnet,0.4444444444444444
1018,diverso,diverso,different,ADJ,diferente,diferente,ADJ,levenshtein,0.4444444444444444
1144,cerco,cercere,I look for,VERB,busco,buscar,VERB,wordnet,0.4444444444444444
1223,imparare,imparare,learn,VERB,aprender,aprender,VERB,wordnet,0.4444444444444444
1316,salvare,salvare,save,VERB,ahorrar,ahorrar,VERB,wordnet,0.4444444444444444
1509,domattina,domattina,tomorrow morning,ADV,mañana por la mañana,mañana,ADV,wordnet,0.4444444444444444
1524,desiderio,desiderio,wish,NOUN,desear,desear,VERB,levenshtein,0.4444444444444444
1702,indirizzo,indirizzo,address,NOUN,dirección,dirección,NOUN,wordnet,0.4444444444444444
1818,ammazzo,ammazzare,I kill,VERB,mato,matar,VERB,wordnet,0.4444444444444444
1874,ragazzino,ragazzino,little boy,NOUN,niño pequeño,niño,NOUN,wordnet,0.4444444444444444
1953,rilassati,rilassare,relax,VERB,relajarse,relajar él,VERB,levenshtein,0.4444444444444444
2264,muovetevi,muovetevi,move,VERB,mover,mover,VERB,levenshtein,0.4444444444444444
2275,rovinato,rovinare,ruined,VERB,arruinado,arruinado,ADJ,levenshtein,0.4444444444444444
2456,ritornare,ritornare,return,VERB,devolver,devolver,VERB,wordnet,0.4444444444444444
2653,vantaggio,vantaggio,advantage,NOUN,ventaja,ventaja,NOUN,levenshtein,0.4444444444444444
2891,portatelo,portatelo,bring it,VERB,tráelo,tráelo,VERB,levenshtein,0.4444444444444444
3066,facessi,facessare,I did,VERB,hice,hacer,VERB,wordnet,0.4444444444444444
3157,sigarette,sigaretta,cigarettes,NOUN,cigarrillos,cigarrillo,NOUN,wordnet,0.4444444444444444
3172,cameriere,cameriera,waiter,NOUN,mesero,mesero,NOUN,levenshtein,0.4444444444444444
3690,finisci,finiscre,you finish,NOUN,terminas,terminar,VERB,wordnet,0.4444444444444444
3718,contadini,contadino,farmers,NOUN,agricultores,agricultor,NOUN,wordnet,0.4444444444444444
3986,accuse,accusa,accusations,VERB,acusaciones,acusación,NOUN,wordnet,0.4444444444444444
4155,potrete,potretire,you will be able to,ADJ,podrás,podrar,VERB,wordnet,0.4444444444444444
4260,preghiera,preghiera,prayer,NOUN,oración,oración,NOUN,wordnet,0.4444444444444444
4284,selvaggio,selvaggio,wild,ADJ,salvaje,salvaje,ADJ,levenshtein,0.4444444444444444
4305,aggiungere,aggiungere,add,VERB,agregar,agregar,VERB,levenshtein,0.4444444444444444
4380,spiritoso,spiritoso,witty,ADJ,ingenioso,ingenioso,ADJ,wordnet,0.4444444444444444
4389,preferita,preferito,favorite,VERB,favorito,favorito,ADJ,levenshtein,0.4444444444444444
4392,merce,merce,goods,NOUN,bienes,bien,NOUN,wordnet,0.4444444444444444
4563,sfuggire,sfuggire,escape,VERB,escapar,escapar,VERB,wordnet,0.4444444444444444
4601,valigetta,valigetta,briefcase,NOUN,maletín,maletín,NOUN,levenshtein,0.4444444444444444
4672,delizioso,delizioso,delightful,ADJ,encantador,encantador,ADJ,wordnet,0.4444444444444444
4718,benedetto,Benedetto,blessed,PROPN,bendecido,bendecido,ADJ,levenshtein,0.4444444444444444
4754,fidarti,fidartare,trust me,VERB,confía en mí,confiar,VERB,wordnet,0.4444444444444444
4781,rientrare,rientrare,to return,VERB,regresar,regresar,VERB,wordnet,0.4444444444444444
4871,pacchetto,paccherre,package,VERB,paquete,paquete,NOUN,levenshtein,0.4444444444444444
4993,debolezza,debolezza,weakness,NOUN,debilidad,debilidad,NOUN,levenshtein,0.4444444444444444
15,ho,avere,I have,VERB,tengo,tener,VERB,wordnet,0.4285714285714286
46,perché,perché,Why,SCONJ,por qué,por,ADP,levenshtein,0.4285714285714286
177,posto,porre,place,VERB,lugar,lugar,NOUN,wordnet,0.4285714285714286
212,guarda,guardare,Look,VERB,mirar,mirar,VERB,levenshtein,0.4285714285714286
375,aiuto,aiuto,help,NOUN,ayuda,ayuda,NOUN,wordnet,0.4285714285714286
403,acqua,acqua,waterfall,NOUN,cascada,cascada,NOUN,levenshtein,0.4285714285714286
467,dollari,dollaro,dollars,NOUN,dólares,dólares,NOUN,levenshtein,0.4285714285714286
518,parola,parola,word,NOUN,palabra,palabra,NOUN,levenshtein,0.4285714285714286
556,resto,resto,rest,NOUN,descansar,descansar,VERB,wordnet,0.4285714285714286
563,giovane,giovane,young,ADJ,joven,joven,NOUN,levenshtein,0.4285714285714286
600,sorella,sorella,sister,NOUN,hermana,hermana,NOUN,wordnet,0.4285714285714286
687,colpo,colpo,hit,NOUN,golpear,golpear,VERB,levenshtein,0.4285714285714286
773,viaggio,viaggio,voyage,NOUN,viaje,viaje,PROPN,levenshtein,0.4285714285714286
1007,dunque,dunque,so,ADV,entonces,entonces,ADV,wordnet,0.4285714285714286
1052,rumore,rumore,noise,NOUN,ruido,ruido,NOUN,wordnet,0.4285714285714286
1126,chiesa,chiesa,church,NOUN,iglesia,iglesia,PROPN,levenshtein,0.4285714285714286
1199,ferma,fermare,stop,VERB,detener,detener,VERB,wordnet,0.4285714285714286
1227,nonno,nonno,grampa,NOUN,abuelo,abuelo,NOUN,wordnet,0.4285714285714286
1339,accanto,accanto,next to,ADV,junto a,junto,ADJ,wordnet,0.4285714285714286
1347,sparato,sparare,shot,VERB,disparo,disparo,NOUN,levenshtein,0.4285714285714286
1352,nato,nascere,born,VERB,nacido,nacido,ADJ,wordnet,0.4285714285714286
1515,aiutami,aiutami,help me,VERB,ayúdame,ayúdame,VERB,levenshtein,0.4285714285714286
1642,rischio,rischio,risk,NOUN,riesgo,riesgo,NOUN,levenshtein,0.4285714285714286
1660,cavolo,cavolo,cabbage,NOUN,repollo,repollo,NOUN,levenshtein,0.4285714285714286
1773,mattino,mattino,morning,NOUN,mañana,mañana,ADV,levenshtein,0.4285714285714286
1825,credimi,credimi,believe me,ADJ,créeme,créemar,VERB,levenshtein,0.4285714285714286
2020,plancia,plancia,dashboard,NOUN,panel,panel,NOUN,levenshtein,0.4285714285714286
2021,mettiti,mettire,put yourself on,VERB,ponte en marcha,pontir,VERB,wordnet,0.4285714285714286
2221,novità,novità,novelty,NOUN,novedad,novedad,NOUN,levenshtein,0.4285714285714286
2270,pulito,pulito,clean,ADJ,limpio,limpio,ADJ,wordnet,0.4285714285714286
2486,diretto,dirigere,direct,VERB,directo,directo,ADJ,levenshtein,0.4285714285714286
2586,valigia,valigia,suitcase,NOUN,maleta,maleta,NOUN,levenshtein,0.4285714285714286
2639,verrò,vearr,boar,NOUN,verraco,verraco,NOUN,levenshtein,0.4285714285714286
2713,uscite,uscita,exits,NOUN,salidas,salida,NOUN,wordnet,0.4285714285714286
2767,scatola,scatola,box,NOUN,caja,caja,NOUN,levenshtein,0.4285714285714286
2817,messico,Messico,Mexico,PROPN,méxico,méxico,PROPN,levenshtein,0.4285714285714286
2986,bastone,bastone,stick,NOUN,palo,palo,PROPN,wordnet,0.4285714285714286
3022,offro,offrore,I offer,NOUN,ofrezco,ofrecer,VERB,levenshtein,0.4285714285714286
3057,stronzi,stronze,assholes,NOUN,idiotas,idiota,NOUN,wordnet,0.4285714285714286
3190,grasso,grasso,fat,NOUN,gordo,gordo,ADJ,wordnet,0.4285714285714286
3211,mondiale,mondiale,world,ADJ,mundo,mundo,NOUN,levenshtein,0.4285714285714286
3222,rilevo,rilevo,I note,VERB,observo,observar,VERB,levenshtein,0.4285714285714286
3240,persa,persa,lost,VERB,perdido,perdido,ADJ,levenshtein,0.4285714285714286
3267,operai,operaio,workers,ADJ,trabajadores,trabajador,NOUN,wordnet,0.4285714285714286
3273,figura,figurare,figure,VERB,cifra,cifra,NOUN,levenshtein,0.4285714285714286
3348,azienda,azienda,agency,NOUN,agencia,agencia,NOUN,levenshtein,0.4285714285714286
3495,storto,storto,crooked,ADJ,torcido,torcido,ADJ,levenshtein,0.4285714285714286
