rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,match_type,levenshtein
4211,federazione,federazione,federation,NOUN,federación,federación,NOUN,levenshtein,0.9
4218,apertura,apertura,opening,NOUN,apertura,apertura,NOUN,exact,1.0
4221,telegramma,telegramma,telegram,NOUN,telegrama,telegrama,NOUN,levenshtein,0.9
4249,violento,violento,violent,ADJ,violento,violento,ADJ,exact,1.0
4250,veterinario,veterinario,veterinarian,NOUN,veterinario,veterinario,ADJ,exact,1.0
4254,sordo,sordo,deaf,ADJ,sordo,sordo,ADJ,exact,1.0
4270,educazione,educazione,education,NOUN,educación,educación,NOUN,levenshtein,0.8888888888888888
4273,copertura,copertura,coverage,NOUN,cobertura,cobertura,NOUN,levenshtein,0.8888888888888888
4278,tradizione,tradizione,tradition,NOUN,tradición,tradición,NOUN,levenshtein,0.8888888888888888
4290,novembre,novembre,November,NOUN,noviembre,noviembre,NOUN,levenshtein,0.8888888888888888
4293,fisico,fisico,physicist,ADJ,físico,físico,ADJ,exact,1.0
4296,disponibile,disponibile,available,ADJ,disponible,disponible,ADJ,levenshtein,1.0
4297,comunista,comunista,Communist,ADJ,comunista,comunista,ADJ,exact,1.0
4298,comunicare,comunicare,to communicate,VERB,comunicar,comunicar,VERB,levenshtein,1.0
4313,sindacato,sindacato,trade union,NOUN,sindicato,sindicato,NOUN,levenshtein,0.8888888888888888
4315,ritirare,ritirare,withdraw,VERB,retirar,retirar,VERB,levenshtein,0.8571428571428572
4325,invisibile,invisibile,Invisible,ADJ,invisible,invisible,ADJ,levenshtein,1.0
4332,estremamente,estremamente,extremely,ADV,extremadamente,extremadamente,ADV,levenshtein,0.7857142857142857
4338,caos,caos,chaos,NOUN,caos,cao,NOUN,exact,1.0
4342,autorizzazione,autorizzazione,authorization,NOUN,autorización,autorización,NOUN,levenshtein,0.8461538461538461
4345,vomitare,vomitare,vomit,VERB,vomitar,vomitar,VERB,levenshtein,1.0
4347,tasse,tassa,taxes,NOUN,impuestos,impuesto,NOUN,wordnet,0.11111111111111116
4349,sfortunatamente,sfortunatamente,unfortunately,ADV,desafortunadamente,desafortunadamente,ADV,levenshtein,0.7777777777777778
4354,religione,religione,religion,NOUN,religión,religión,NOUN,levenshtein,0.875
4357,progressi,progresso,progress,NOUN,progreso,progreso,NOUN,levenshtein,0.8888888888888888
4359,peste,pesta,plague,VERB,plaga,plaga,NOUN,wordnet,0.4
4367,evidente,evidente,obvious,ADJ,obvio,obvio,ADJ,wordnet,0.125
4387,recuperare,recuperare,recover,VERB,recuperar,recuperar,VERB,levenshtein,1.0
4388,procedere,procedere,proceed,VERB,proceder,proceder,VERB,levenshtein,1.0
4390,partecipare,partecipare,participate,VERB,participar,participar,VERB,levenshtein,0.9
4395,insetti,insetto,insects,NOUN,insectos,insecto,NOUN,wordnet,0.75
4396,influenza,influenza,influence,NOUN,influencia,influencia,NOUN,levenshtein,1.0
4398,generoso,generoso,generous,ADJ,generoso,generoso,ADJ,exact,1.0
4400,forme,forma,shapes,NOUN,formas,forma,NOUN,levenshtein,0.8333333333333334
4408,clinica,clinica,clinic,NOUN,clínica,clínico,ADJ,exact,1.0
4410,cantante,cantante,singer,NOUN,cantante,cantante,NOUN,exact,1.0
4412,asilo,asilo,asylum,NOUN,asilo,asilo,NOUN,exact,1.0
4415,toro,toro,bull,NOUN,toro,toro,NOUN,exact,1.0
4418,sensibile,sensibile,sensitive,ADJ,sensible,sensible,ADJ,levenshtein,1.0
4428,pacifico,pacifico,Pacific,ADJ,pacífico,pacífico,ADJ,exact,1.0
4436,impero,impero,empire,NOUN,imperio,imperio,ADJ,levenshtein,0.8571428571428572
4444,disgrazia,disgrazia,misfortune,NOUN,desgracia,desgracia,NOUN,levenshtein,0.7777777777777778
4448,conferenza,conferenza,conference,NOUN,conferencia,conferencia,PROPN,levenshtein,1.0
4457,usate,usato,used,VERB,usado,usado,ADJ,levenshtein,0.8
4458,tipico,tipico,typical,ADJ,típico,típico,ADJ,exact,1.0
4478,interrompere,interrompere,to interrupt,VERB,interrumpir,interrumpir,VERB,levenshtein,0.8181818181818181
4488,concetto,concetto,concept,NOUN,concepto,concepto,NOUN,levenshtein,0.875
4489,certezza,certezza,certainty,NOUN,certeza,certeza,NOUN,levenshtein,0.875
4502,scambio,scambio,exchange,NOUN,intercambio,intercambio,NOUN,wordnet,0.5454545454545454
4511,orbita,orbita,orbit,NOUN,orbita,orbitar,VERB,exact,1.0
4521,esagerato,esagerato,exaggerated,ADJ,exagerado,exagerado,ADJ,levenshtein,0.7777777777777778
4535,pensai,pensai,I thought,VERB,pensé,pensar,VERB,wordnet,0.6666666666666667
4551,esperimenti,esperimento,experiments,NOUN,experimentos,experimento,NOUN,levenshtein,0.8333333333333334
4554,cancellare,cancellare,cancel,VERB,cancelar,cancelar,VERB,levenshtein,0.8888888888888888
4557,adulti,adulto,adults,NOUN,adultos,adulto,NOUN,levenshtein,0.8571428571428572
4569,popolare,popolare,popular,ADJ,popular,popular,ADJ,levenshtein,0.8571428571428572
4572,organizzazione,organizzazione,organization,NOUN,organización,organización,NOUN,levenshtein,0.8461538461538461
4573,nucleo,nucleo,nucleus,NOUN,núcleo,núcleo,NOUN,exact,1.0
4575,magico,magico,magical,ADJ,mágico,mágico,ADJ,exact,1.0
4578,istituto,istituto,institute,NOUN,instituto,instituto,NOUN,levenshtein,0.8888888888888888
4586,crema,crema,cream,NOUN,crema,crema,NOUN,exact,1.0
4604,trattamento,trattamento,treatment,NOUN,tratamiento,tratamiento,NOUN,levenshtein,0.8181818181818181
4615,munizioni,munizione,ammunition,NOUN,munición,munición,NOUN,levenshtein,0.875
4623,graal,graal,grail,NOUN,grial,grial,NOUN,levenshtein,0.8
4625,francamente,francamente,frankly,ADV,francamente,francamente,ADV,exact,1.0
4633,campionato,campionato,championship,NOUN,campeonato,campeonato,NOUN,levenshtein,0.9
4639,trenta,trenta,thirty,NUM,treinta,treinta,NUM,levenshtein,0.8571428571428572
4649,pino,pino,Pine tree,NOUN,pino,pino,NOUN,exact,1.0
4654,matematica,matematica,mathematics,NOUN,matemáticas,matemático,ADJ,levenshtein,0.8181818181818181
4667,federale,federale,federal,ADJ,federal,federal,ADJ,levenshtein,1.0
4671,deposito,deposito,deposit,NOUN,depósito,depósito,NOUN,exact,1.0
4674,congresso,congresso,congress,NOUN,congreso,congreso,PROPN,levenshtein,0.8888888888888888
4677,capitale,capitale,capital,NOUN,capital,capital,NOUN,levenshtein,1.0
4680,autore,autore,author,NOUN,autor,autor,NOUN,levenshtein,0.8333333333333334
4684,armadio,armadio,Wardrobe,ADJ,armario,armario,NOUN,levenshtein,0.8571428571428572
4685,appetito,appetito,appetite,NOUN,apetito,apetito,NOUN,levenshtein,0.875
4686,ansia,ansia,anxiety,NOUN,ansiedad,ansiedad,NOUN,wordnet,0.625
4700,metodo,metodo,method,NOUN,método,método,NOUN,exact,1.0
4701,mandati,mandato,mandates,NOUN,mandatos,mandato,NOUN,levenshtein,0.875
4705,impatto,impatto,impact,NOUN,impacto,impacto,NOUN,levenshtein,0.8571428571428572
4710,din,din,dyn,ADP,din,din,PROPN,exact,1.0
4733,particolarmente,particolarmente,particularly,ADV,particularmente,particularmente,ADV,levenshtein,0.9333333333333333
4736,norma,norma,norm,NOUN,norma,norma,NOUN,exact,1.0
4746,inevitabile,inevitabile,unavoidable,ADJ,inevitable,inevitable,ADJ,levenshtein,1.0
4748,impedire,impedire,impede,VERB,impedir,impedir,VERB,levenshtein,1.0
4749,grecia,Grecia,Greece,PROPN,grecia,grecia,PROPN,exact,1.0
4765,bicicletta,Bicicletta,bicycle,PROPN,bicicleta,bicicleta,PROPN,levenshtein,0.8
4766,aumentare,aumentare,increase,VERB,aumentar,aumentar,VERB,levenshtein,1.0
4770,volontario,volontario,volunteer,NOUN,voluntario,voluntario,ADJ,levenshtein,0.9
4780,salsa,salsa,sauce,NOUN,salsa,salsa,NOUN,exact,1.0
4788,musicale,musicale,musical,ADJ,musical,musical,ADJ,levenshtein,1.0
4798,creazione,creazione,creation,NOUN,creación,creación,NOUN,levenshtein,0.875
4800,comandi,comandio,commands,VERB,comandos,comando,NOUN,wordnet,0.75
4813,alternativa,alternativo,alternative,ADJ,alternativa,alternativa,NOUN,levenshtein,0.9090909090909091
4822,stadio,stadio,stadium,NOUN,estadio,estadio,NOUN,levenshtein,0.8571428571428572
4832,precisamente,precisamente,precisely,ADV,precisamente,precisamente,ADV,exact,1.0
4838,indizi,indizio,clues,NOUN,pistas,pista,NOUN,wordnet,0.0
4841,dramma,dramma,drama,NOUN,drama,drama,NOUN,levenshtein,0.8333333333333334
4842,continuamente,continuamente,continuously,ADV,continuamente,continuamente,ADV,exact,1.0
4843,compassione,compassione,compassion,NOUN,compasión,compasión,NOUN,levenshtein,0.8
4853,adorabile,adorabile,adorable,ADJ,adorable,adorable,ADJ,levenshtein,1.0
4861,scandalo,scandalo,scandal,NOUN,escándalo,escándalo,NOUN,levenshtein,0.7777777777777778
4866,psichiatra,psichiatra,psychiatrist,NOUN,psiquiatra,psiquiatra,NOUN,levenshtein,0.8
4867,professione,professione,profession,NOUN,profesión,profesión,NOUN,levenshtein,0.8
4875,matilde,Matilde,matilda,PROPN,matilde,matilde,PROPN,exact,1.0
4879,internazionale,internazionale,international,ADJ,internacional,internacional,ADJ,levenshtein,1.0
4886,fotografo,fotografo,I photograph,NOUN,fotografío,fotografiar,VERB,levenshtein,0.9
4891,divina,divino,divine,PRON,divino,divino,ADJ,exact,1.0
4895,collina,collina,hill,NOUN,colina,colina,NOUN,levenshtein,0.8571428571428572
4898,candela,candela,candle,NOUN,vela,vela,NOUN,wordnet,0.4285714285714286
4905,accademia,accademia,academy,NOUN,academia,academia,PROPN,levenshtein,0.8888888888888888
4907,tigre,tigre,tiger,NOUN,tigre,tigre,NOUN,exact,1.0
4918,registrato,registrare,registered,VERB,registrado,registrado,ADJ,levenshtein,0.8
4925,poesie,poesia,poems,NOUN,poemas,poema,NOUN,wordnet,0.5
4926,perdonare,perdonare,forgive,VERB,perdonar,perdonar,VERB,levenshtein,1.0
4928,onestamente,onestamente,honestly,ADV,honestamente,honestamente,ADV,levenshtein,0.9166666666666666
4937,generazioni,generazione,generations,NOUN,generaciones,generación,NOUN,levenshtein,0.8333333333333334
4942,equilibrio,equilibrio,equilibrium,NOUN,equilibrio,equilibrio,NOUN,exact,1.0
4958,vampiro,vampiro,vampire,PROPN,vampiro,vampiro,NOUN,exact,1.0
4979,modulo,modulo,module,NOUN,módulo,módulo,NOUN,exact,1.0
4981,materia,materia,matter,NOUN,asunto,asunto,NOUN,wordnet,0.1428571428571429
4985,giuramento,giuramento,oath,NOUN,juramento,juramento,NOUN,levenshtein,0.8
4989,fenomeno,fenomeno,phenomenon,NOUN,fenómeno,fenómeno,NOUN,exact,1.0
4991,entusiasmo,entusiasmo,enthusiasm,NOUN,entusiasmo,entusiasmo,NOUN,exact,1.0
4997,comprensione,comprensione,comprehension,NOUN,comprensión,comprensión,NOUN,levenshtein,0.9090909090909091
