rango,parola,frequenza,lemma,inglese,it_reverse
2626,trattato,176,trattare,treaty,trattato
2627,testimoni,176,testimone,witnesses,Testimoni
2628,rapporti,176,rapporto,relationships,relazioni
2629,pugno,176,pugno,fist,pugno
2630,portarlo,176,portare lo,bring it up,portarlo
2631,piacevole,176,piacevole,pleasant,piacevole
2632,perde,176,perdere,lose,perdere
2633,micheie,176,micheiere,micheie,micheie
2634,controllato,176,controllare,checked,controllato
2635,chiederle,176,chiedere lo,ask her,chiedi a lei
2636,centinaia,176,centinaio,hundreds,centinaia
2637,cari,176,caro,Dear,Caro
2638,ammazzato,176,ammazzare,killed,ucciso
2639,verrò,175,vearr,I&#39;ll come,verrò
2640,troverai,175,trovere ai,you will find,troverai
2641,scrive,175,scrivere,writes,scrive
2642,proprietà,175,proprietà,property,proprietà
2643,perdonami,175,perdoname,Excuse me,Mi scusi
2644,partenza,175,partenza,departure,partenza
2645,Marco,175,Marco,Marco,Marco
2646,Louis,175,Louis,Louis,Louis
2647,informazione,175,informazione,information,informazione
2648,giapponese,175,giapponese,Japanese,giapponese
2649,ebreo,175,ebreo,Jew,ebreo
2650,dirmelo,175,dirmee lo,tell me,Dimmi
2651,crescere,175,crescere,grow,crescere
2652,cammina,175,camminare,walk,camminare
2653,vantaggio,174,vantaggio,advantage,vantaggio
2654,troppe,174,troppo,too many,troppi
2655,Tristan,174,Tristan,Tristan,Tristano
2656,riusciti,174,riuscire,successful,riuscito
2657,reparto,174,reparto,Department,Dipartimento
2658,praticamente,174,praticamente,practically,in pratica
2659,km,174,chilometro,km,km
2660,g,174,g,g,G
2661,americana,174,americano,American,americano
2662,ali,174,ala,wings,ali
2663,tentativo,173,tentativo,attempt,tentativo
2664,sedere,173,sedere,sit,sedersi
2665,racconto,173,raccongere,tale,racconto
2666,prigionieri,173,prigioniero,prisoners,prigionieri
2667,personalmente,173,personalmente,personally,personalmente
2668,parlava,173,parlare,spoke,parlato
2669,parlarmi,173,parlare mi,speak to me,parlarmi
2670,ovvio,173,ovvio,obvious,ovvio
2671,oggetto,173,oggetto,object,oggetto
2672,minimo,173,minimo,minimum,minimo
2673,impulso,173,impulso,impulse,impulso
2674,grandioso,173,grandioso,great,Grande
2675,feste,173,festa,parties,partiti
2676,canto,173,canto,I sing,io canto
2677,California,173,California,California,California
2678,bugiardo,173,bugiardo,liar,bugiardo
2679,buffo,173,buffo,funny,divertente
2680,alza,173,alzare,raise,aumentare
2681,accomodi,173,accomodare,take a seat,siediti
2682,trovano,172,trovare,they find,loro trovano
2683,sufficiente,172,sufficiente,sufficient,sufficiente
2684,stupendo,172,stupere,stupendous,stupendo
2685,seria,172,serio,serious,serio
2686,secoli,172,secolo,centuries,secoli
2687,regista,172,regista,director,direttore
2688,raccontato,172,raccontare,told,detto
2689,panico,172,panico,panic,panico
2690,mucchio,172,mucchio,pile,mucchio
2691,maledetta,172,maledetto,damn,Dannazione
2692,Lewis,172,Lewis,Lewis,Lewis
2693,lasciarti,172,lasciare ti,leave you,lasciarti
2694,imperatore,172,imperatore,emperor,imperatore
2695,cieco,172,cieco,blind,cieco
2696,chiedevo,172,chiedere,I asked,ho chiesto
2697,care,172,caro,dear,Caro
2698,area,172,area,area,la zona
2699,Antonio,172,Antonio,Anthony,Antonio
2700,andarcene,172,andare ce ne,leave,Partire
2701,aiutarci,172,aiutare ci,help us,Aiutaci
2702,aerei,172,aereo,planes,aerei
2703,abbandonato,172,abbandonare,abandoned,abbandonato
2704,volesse,171,volere,wanted,ricercato
2705,preoccupa,171,preoccupare,worries,preoccupazioni
2706,modi,171,modo,ways,modi
2707,inverno,171,inverno,winter,inverno
2708,guardati,171,guardare,look at yourself,guardati
2709,firmare,171,firmare,sign,cartello
2710,dirvi,171,dire vi,tell you,dirti
2711,cellulare,171,cellulare,mobile phone,cellulare
2712,Boris,171,Boris,Boris,Boris
2713,uscite,170,uscita,go out,esci
2714,tradito,170,tradire,betrayed,tradito
2715,tirato,170,tirare,pulled,tirato
2716,sorpreso,170,sorprendere,surprised,sorpreso
2717,ricerche,170,ricerca,research,ricerca
2718,ricchi,170,ricco,rich,ricco
2719,pubblicità,170,pubblicità,advertising,pubblicità
2720,prenderò,170,prendare,I will take,prenderò
2721,permette,170,permettere,allows,consente
2722,Parker,170,Parker,Parker,Parker
2723,offerto,170,offrire,offered,offerto
2724,moda,170,moda,fashion,moda
2725,mistero,170,mistero,mystery,mistero
2726,labbra,170,labbro,lip,labbro
2727,fatemi,170,fatemi,make me,fammi
2728,eccellente,170,eccellente,excellent,eccellente
2729,chiaramente,170,chiaramente,clearly,chiaramente
2730,carica,170,carico,load,carico
2731,Brian,170,Brian,Brian,Brian
2732,barone,170,Barone,baron,barone
2733,avessero,170,avere,they had,avevano
2734,trovate,169,trovato,found,trovato
2735,tirare,169,tirare,Pull,Tiro
2736,suicidio,169,suicidio,suicide,suicidio
2737,sigra,169,sige ro,Mrs,Sig.ra
2738,ricordati,169,ricordare ti,remember,Ricordare
2739,proposta,169,proposta,proposal,proposta
2740,perduto,169,perdere,lost,perduto
2741,maschio,169,maschio,male,maschio
2742,lasciata,169,lasciare,left,Sinistra
2743,fumare,169,fumare,to smoke,fumare
2744,fossimo,169,fossimo,we were,noi eravamo
2745,chili,169,chilo,kilos,chili
2746,calmi,169,calmo,calm down,calmati
2747,assieme,169,assieme,together,insieme
2748,west,168,west,west,ovest
2749,usando,168,usare,using,utilizzando
2750,telefonato,168,telefonare,phoned,ha telefonato
2751,sopporto,168,soppriro,I tolerate,Tollero
2752,sognato,168,sognare,dreamed,sognato
2753,samurai,168,samuraio,samurai,samurai
2754,ridono,168,ridere,they laugh,loro ridono
2755,resistere,168,resistere,resist,resistere
2756,primavera,168,primavera,spring,primavera
2757,pensaci,168,pensare ci,think about it,pensaci
2758,morirà,168,morire,gonna die,Morirà
2759,lunedì,168,lunedì,Monday,Lunedi
2760,frattempo,168,frattempo,in the meantime,Intanto
2761,fiore,168,fiore,flower,fiore
2762,conoscevo,168,conoscere,I knew,lo sapevo
2763,cammino,168,cammino,I walk,cammino
2764,ammiraglio,168,ammiraglio,admiral,ammiraglio
2765,stammi,167,stammi,stay with me,resta con me
2766,set,167,set,set,impostato
2767,scatola,167,scatola,box,scatola
2768,prigioniero,167,prigioniero,Prisoner,Prigioniero
2769,miseria,167,miseria,misery,miseria
2770,membro,167,membro,member,membro
2771,kim,167,Kim,kim,Kim
2772,jedi,167,jede,jedi,jedi
2773,insegnante,167,insegnante,teacher,insegnante
2774,folle,167,folle,crazy,pazzo
2775,fidati,167,fidare,trust me,fidati di me
2776,desidero,167,desiderare,I wish,Spero che
2777,colori,167,colore,colors,colori
2778,cinese,167,cinese,Chinese,Cinese
2779,battuta,167,battuta,joke,scherzo
2780,assassini,167,assassino,murderers,assassini
2781,ascensore,167,ascensore,elevator,ascensore
2782,agnese,167,agnese,Agnes,Agnese
2783,volere,166,volere,want,Volere
2784,vittime,166,vittima,victims,vittime
2785,tratto,166,trarre,treatment,trattamento
2786,spettri,166,spettro,ghosts,fantasmi
2787,rimasti,166,rimanere,remained,è rimasta
2788,porterà,166,portare,will bring,porterà
2789,poiché,166,poiché,so long as,finché
2790,lisa,166,Lisa,Lisa,Lisa
2791,voler,165,volere,want,Volere
2792,troverò,165,trovare,I will find,troverò
2793,temere,165,temere,to fear,temere
2794,spia,165,spiare,indicator light,spia
2795,servizi,165,servizio,services,Servizi
2796,sapessi,165,sapessare,if you knew,se sapessi
2797,rendi,165,rendre,make,Fare
2798,ragioni,165,ragione,reasons,motivi
2799,pensiamo,165,pensare,we think,pensiamo
2800,merita,165,meritare,it deserves,merita
2801,gianni,165,gianni,gianni,gianni
2802,filo,165,filo,row,riga
2803,costretto,165,costringere,forced,costretto
2804,cor,165,cor,cor,cor
2805,coloro,165,coloro,those,quelli
2806,cercano,165,cercare,they seek,loro cercano
2807,borg,165,Borg,borg,borg
2808,attori,165,attore,actors,attori
2809,aleander,165,aleander,aleander,aleandro
2810,Albert,165,Albert,Albert,Alberto
2811,starai,164,starai,you will stay,rimarrai
2812,sospetto,164,sospetto,suspected,sospettato
2813,soccorso,164,soccorso,rescue,salvare
2814,Russia,164,Russia,Russia,Russia
2815,riso,164,riso,rice,riso
2816,nata,164,nascere,born,nato
2817,messico,164,Messico,Mexico,Messico
2818,impronte,164,impronta,fingerprints,impronte digitali
2819,dirai,164,dirai,you will say,tu dirai
2820,datemi,164,datemi,give me,dammi
2821,bersaglio,164,bersaglio,target,bersaglio
2822,avessimo,164,avere,we had,abbiamo avuto
2823,agire,164,agire,Act,Atto
2824,tornando,163,tornare,returning,ritorno
2825,studiato,163,studiare,studied,studiato
2826,sterline,163,sterlina,pounds,libbre
2827,sposo,163,sposare,groom,sposo
2828,servirà,163,servire,it will help,aiuterà
2829,seriamente,163,seriamente,seriously,sul serio
2830,robot,163,robot,robot,robot
2831,rivista,163,rivedere,magazine,rivista
2832,ripeto,163,ripetere,I repeat,io ripeto
2833,punta,163,puntare,tip,mancia
2834,previsto,163,prevedere,expected,previsto
2835,ovest,163,ovest,west,ovest
2836,legale,163,legale,legal,legale
2837,difficoltà,163,difficoltà,difficulty,difficoltà
2838,crisi,163,crisi,crisis,crisi
2839,Carlos,163,Carlos,Carlos,Carlos
2840,arrabbiata,163,arrabbiato,angry,arrabbiato
2841,video,162,video,video,video
2842,vedrà,162,vedere,you&#39;ll see,vedrai
2843,ufficiali,162,ufficiale,officials,funzionari
2844,ted,162,ted,German,Tedesco
2845,seduti,162,sedere,sitting,seduta
2846,rossella,162,Rossella,Rossella,Rossella
2847,romantico,162,romantico,romantic,romantico
2848,possano,162,potere,they can,loro possono
2849,onesto,162,onesto,honest,onesto
2850,lentamente,162,lentamente,slowly,lentamente
2851,interessi,162,interesse,interests,interessi
2852,inglesi,162,inglese,English,Inglese
2853,incarico,162,incarico,assignment,Incarico
2854,finirà,162,finire,will end,finirà
2855,fallito,162,fallire,failed,fallito
2856,divertimento,162,divertimento,fun,divertimento
2857,disastro,162,disastro,disaster,disastro
2858,attorno,162,attorno,around,in giro
2859,anticipo,162,anticipo,advance,avanzare
2860,sará,161,saráre,will be,sarà
2861,petto,161,petto,chest,Petto
2862,mettermi,161,mettere mi,put me,mettimi
2863,Mark,161,Mark,Mark,Segno
2864,mancanza,161,mancanza,lack,mancanza
2865,Julie,161,Julie,Julie,Giulia
2866,italiano,161,italiano,Italian,Italiano
2867,facevano,161,fare,they did,loro fecero
2868,cercate,161,cercare,search,ricerca
2869,usciamo,160,uscire,let&#39;s go out,andiamo fuori
2870,tunnel,160,tunnel,tunnel,tunnel
2871,teste,160,testa,heads,teste
2872,superficie,160,superficie,surface,superficie
2873,saprà,160,sapere,will know,saprà
2874,gas,160,gas,gas,gas
2875,esplosione,160,esplosione,explosion,esplosione
2876,entrambe,160,entrambi,both,Entrambi
2877,debito,160,debito,debt,debito
2878,corpi,160,corpo,bodies,corpi
2879,conseguenze,160,conseguenza,consequences,conseguenze
2880,brown,160,brown,brown,marrone
2881,bernard,160,Bernard,bernard,Bernardo
2882,attraente,160,attraente,attractive,attraente
2883,veleno,159,veleno,poison,veleno
2884,uccide,159,uccidere,kills,uccide
2885,spiriti,159,spirito,spirits,spiriti
2886,scrittore,159,scrittore,writer,scrittore
2887,riusciamo,159,riuscire,we succeed,ci riusciamo
2888,regno,159,regno,kingdom,regno
2889,raggiunto,159,raggiungere,reached up,raggiunto
2890,racconti,159,racconto,stories,storie
2891,portatelo,159,portatelo,bring it,portalo
2892,nazione,159,nazione,nation,nazione
2893,my,159,my,my,Mio
2894,meraviglia,159,meraviglia,wonder,Meraviglia
2895,guardiamarina,159,guardiamarina,ensign,guardiamarina
2896,ehm,159,ehm,um,ehm
2897,eccezionale,159,eccezionale,exceptional,eccezionale
2898,cowboy,159,cowboy,cowboy,cowboy
2899,carcere,159,carcere,prison,prigione
2900,arriviamo,159,arrivare,here we come,arriviamo
2901,appunto,159,appunto,precisely,precisamente
2902,amava,159,amare,he loved,lui ha amato
2903,togliti,158,toglire,take off,decollare
2904,thomas,158,Thomas,thomas,Tommaso
2905,roy,158,Roy,roy,Roy
2906,pesci,158,pesce,fish,pescare
2907,media,158,medio,average,media
2908,king,158,King,king,re
2909,giudizio,158,giudizio,judgment,giudizio
2910,francisco,158,francisco,francisco,Francesco
2911,fidanzata,158,fidanzato,fiancée,fidanzata
2912,dubito,158,dubitare,I doubt,dubito
2913,conviene,158,convenere,it&#39;s convenient,è conveniente
2914,chance,158,chance,chance,opportunità
2915,amiche,158,amico,friends,amici
2916,rovina,157,rovina,ruin,rovina
2917,ritorna,157,ritornare,come back,ritorno
2918,regola,157,regolare,rule,regola
2919,quant',157,quant,how much,Quanto
2920,prendono,157,prendere,they take,essi prendono
2921,pensione,157,pensione,pension,pensione
2922,intendevo,157,intendere,I meant,volevo dire
2923,fidanzato,157,fidanzare,fiancé,fidanzato
2924,dovreste,157,dovreste,you should,dovresti
2925,danza,157,danza,dance,danza
2926,coincidenza,157,coincidenza,coincidence,coincidenza
2927,canzoni,157,canzone,songs,canzoni
2928,berlino,157,Berlino,Berlin,Berlino
2929,barbara,157,Barbara,barbara,Barbara
2930,troverà,156,trovare,will find,troverà
2931,tagliato,156,tagliare,cut,taglio
2932,spiegazione,156,spiegazione,explanation,spiegazione
2933,sbirro,156,sbirro,cop,poliziotto
2934,risultati,156,risultato,results,risultati
2935,rischiare,156,rischiare,to risk,rischiare
2936,resistenza,156,resistenza,resistence,resistenza
2937,procuratore,156,procuratore,prosecutor,pubblico ministero
2938,portarla,156,portare lo,bring her,portatela
2939,montagne,156,montagna,mountains,montagne
2940,miele,156,miele,honey,Miele
2941,grossi,156,grosso,big,grande
2942,farete,156,farere,you will,desideri
2943,dodici,156,dodici,twelve,dodici
2944,diventi,156,diventare,become,diventare
2945,discorsi,156,discorso,speeches,discorsi
2946,concerto,156,concerto,concert,concerto
2947,charlotte,156,charlotto,charlotte,Carlotta
2948,brillante,156,brillante,brilliant,brillante
2949,bevo,156,bevere,I drink,io bevo
2950,bambine,156,bambino,little girls,ragazzine
2951,sparisci,155,spariscare,disappear,scomparire
2952,raccontare,155,raccontare,tell,raccontare
2953,parto,155,parto,I&#39;m leaving,Me ne sto andando
2954,luke,155,luke,luke,Luca
2955,kennedy,155,Kennedy,kennedy,kennedy
2956,incubo,155,incubo,nightmare,incubo
2957,fred,155,fred,cold,Freddo
2958,firma,155,firma,signature,firma
2959,erba,155,erba,grass,erba
2960,dollaro,155,dollaro,dollar,dollaro
2961,costruito,155,costruire,built,costruito
2962,coperta,155,coperto,cover,copertina
2963,cella,155,cella,cell,cellula
2964,canale,155,canale,channel,canale
2965,argomento,155,argomento,subject,soggetto
2966,abita,155,abitare,lives,vite
2967,vogiio,154,vogiioo,I want,Voglio
2968,virus,154,virus,virus,virus
2969,troppa,154,troppo,too much,troppo
2970,tentare,154,tentare,to attempt,tentare
2971,sistemare,154,sistemare,tidy up,riordinare
2972,significato,154,significare,meaning,Senso
2973,settore,154,settore,sector,settore
2974,rock,154,rock,rock,roccia
2975,retro,154,retro,back,Indietro
2976,provando,154,provare,trying,provando
2977,pistole,154,pistola,guns,pistole
2978,orso,154,orso,bear,orso
2979,maniera,154,maniera,manner,maniera
2980,fase,154,fase,phase,fase
2981,famiglie,154,famiglia,families,famiglie
2982,emozioni,154,emozione,emotions,emozioni
2983,diretta,154,diretto,direct,diretto
2984,circostanze,154,circostanza,circumstances,circostanze
2985,big,154,big,big,grande
2986,bastone,154,bastone,stick,bastone
2987,artista,154,artista,artist,artista
2988,affetto,154,affetto,affection,affetto
2989,stavano,153,stare,they were,Li avevamo
2990,sparate,153,sparata,shoot,sparare
2991,rivederti,153,rivedere ti,see you again,ci vediamo
2992,ray,153,ray,ray,raggio
2993,pregare,153,pregare,pray,pregare
2994,pago,153,pago,I pay,io pago
2995,maresciallo,153,maresciallo,marshal,maresciallo
2996,lottare,153,lottare,fight,combattimento
2997,junior,153,Junior,junior,junior
2998,credito,153,credito,credit,credito
2999,zach,152,zach,zach,zach
3000,vidi,152,vidi,I saw,vidi
3001,vergine,152,vergine,virgin,vergine
3002,tempesta,152,tempesta,storm,tempesta
3003,stellare,152,stellare,stellar,stellare
3004,servi,152,servo,serve,servire
3005,passate,152,passato,pass,passaggio
3006,leo,152,leo,leo,Leo
3007,ladri,152,ladro,thieves,ladri
3008,hollywood,152,hollywood,hollywood,hollywood
3009,facilmente,152,facilmente,easily,facilmente
3010,facevi,152,facevi,you did,l&#39;hai fatto
3011,episodio,152,episodio,episode,episodio
3012,deserto,152,deserto,desert,deserto
3013,cima,152,cima,top,superiore
3014,band,152,band,band,gruppo musicale
3015,abbi,152,abbi,have,Avere
3016,urgente,151,urgente,urgent,urgente
3017,tornati,151,tornare,returned,restituito
3018,spaventato,151,spaventare,scared,impaurito
3019,ridendo,151,ridere,laughing,ridendo
3020,plasma,151,plasma,plasma,plasma
3021,paride,151,parido,paris,Parigi
3022,offro,151,offrore,I offer,io offro
3023,negativo,151,negativo,negative,negativo
3024,kikuchiyo,151,Kikuchiyo,kikuchiyo,kikuchiyo
3025,gradi,151,grado,degrees,gradi
3026,essa,151,esso,it,Esso
3027,disposto,151,disporre,willing,disposto
3028,corda,151,corda,rope,corda
3029,beve,151,beve,drinks,bevande
3030,torto,150,torto,injustice,ingiustizia
3031,topo,150,topo,mouse,topo
3032,straordinario,150,straordinario,extraordinary,straordinario
3033,sparito,150,sparire,disappeared,scomparso
3034,sicuri,150,sicuro,safe,sicuro
3035,senz',150,senz,without&#39;,senza&#39;
3036,rivoluzione,150,rivoluzione,Revolution,Rivoluzione
3037,persi,150,perso,lost,perduto
3038,papa,150,Papa,Pope,Papa
3039,odia,150,odiare,he hates,lui odia
3040,modello,150,modello,model,modello
3041,marcia,150,marcia,gear,ingranaggio
3042,levati,150,levare,get up,alzarsi
3043,follia,150,follia,folly,follia
3044,fedele,150,fedele,loyal,leale
3045,darci,150,dare ci,give us,Dacci
3046,controlli,150,controllo,controls,controlli
3047,cassa,150,cassa,earnings,guadagni
3048,affitto,150,affitre,rent,affitto
3049,sete,149,sete,thirst,sete
3050,parlate,149,parlare,speak,parlare
3051,lavorava,149,lavorare,he worked,ha lavorato
3052,geloso,149,geloso,jealous,geloso
3053,collega,149,collegare,colleague,collega
3054,vecchie,148,vecchio,old,vecchio
3055,usi,148,uso,uses,usi
3056,terreno,148,terreno,ground,terra
3057,stronzi,148,stronze,assholes,stronzi
3058,restate,148,restare,stay,rimanere
3059,preoccupata,148,preoccupato,worried,preoccupato
3060,porco,148,porco,pig,maiale
3061,orecchio,148,orecchio,ear,orecchio
3062,incantesimo,148,incantesimo,Magic spell,incantesimo
3063,frase,148,frase,phrase,frase
3064,fegato,148,fegato,liver,fegato
3065,fantasmi,148,fantasma,ghosts,fantasmi
3066,facessi,148,facessare,I would do,farei
3067,esperto,148,esperto,expert,esperto
3068,dolci,148,dolce,sweets,dolci
3069,dichiarazione,148,dichiarazione,declaration,dichiarazione
3070,dicevi,148,dicevi,you said,hai detto
3071,criminale,148,criminale,criminal,penale
3072,ambiente,148,ambiente,environment,ambiente
3073,accetto,148,accettare,I accept,Accetto
3074,ucciderlo,147,uccidere lo,killing it,uccidendolo
3075,tette,147,tetta,boobs,tette
3076,sezione,147,sezione,section,sezione
3077,russi,147,russo,Russians,Russi
3078,risposte,147,risposta,answers,risposte
3079,riprendere,147,riprendere,take up again,riprendere di nuovo
3080,protezione,147,protezione,protection,protezione
3081,onda,147,onda,wave,onda
3082,norbit,147,norbit,norbit,norbit
3083,nazionale,147,nazionale,national,nazionale
3084,miami,147,miami,You love me,Tu mi ami
3085,messi,147,mettere,messi,messi
3086,lasciarlo,147,lasciare lo,let him,lasciarlo
3087,lago,147,lago,lake,lago
3088,indovinare,147,indovinare,guess,Indovinare
3089,impazzire,147,impazzire,go crazy,impazzire
3090,dovessi,147,dovessi,I had to,Dovevo
3091,condannato,147,condannare,condemned,condannato
3092,colui,147,colui,him,lui
3093,barba,147,barba,beard,barba
3094,attaccato,147,attaccare,attached,allegato
3095,ambulanza,147,ambulanza,ambulance,ambulanza
3096,tenerlo,146,tenere lo,keep it,tienilo
3097,superato,146,superare,passed,passato
3098,stupidi,146,stupido,stupid,stupido
3099,sopportare,146,sopportare,support,supporto
3100,scene,146,scena,scenes,scene
3101,rompere,146,rompere,break,rottura
3102,racconta,146,raccontare,tells,racconta
3103,proviamo,146,provare,let&#39;s try,proviamo
3104,mickey,146,Mickey,mickey,topolino
3105,huh,146,Huh,huh,eh
3106,giri,146,giro,turns,giri
3107,dirci,146,dire ci,tell us,dicci
3108,corto,146,corto,short,corto
3109,civile,146,civile,civil,civile
3110,chiamiamo,146,chiamare,let&#39;s call,chiamiamo
3111,chaney,146,Chaney,chaney,chaney
3112,apposta,146,apposta,on purpose,di proposito
3113,andrebbe,146,andre,it should,dovrebbe
3114,vacca,145,Vacca,cow,mucca
3115,togliere,145,togliere,remove,rimuovere
3116,studi,145,studio,Education,Formazione scolastica
3117,sí,145,sí,Yes,SÌ
3118,servire,145,servire,serve,servire
3119,risate,145,risata,laughs,ride
3120,pura,145,puro,pure,puro
3121,piazza,145,piazza,square,piazza
3122,originale,145,originale,original,originale
3123,muove,145,muovere,moves,si muove
3124,mettete,145,mettetire,put,Mettere
3125,leader,145,leader,leader,capo
3126,infelice,145,infelice,unhappy,infelice
3127,grato,145,grato,grateful,grato
3128,giovanni,145,giovanni,John,John
3129,esistono,145,esistere,exist,esistere
3130,doccia,145,doccia,shower,doccia
3131,destro,145,destro,right,Giusto
3132,apre,145,aprire,opens,si apre
3133,all,145,all,all,Tutto
3134,accompagno,145,accompagno,I accompany,Accompagno
3135,vorremmo,144,vorere,we would like to,ci piacerebbe
3136,veloci,144,veloce,fast,veloce
3137,trattare,144,trattare,deal with,affrontare
3138,traffico,144,traffico,traffic,traffico
3139,studenti,144,studente,students,studenti
3140,stop,144,stop,stop,fermare
3141,sposarmi,144,sposare mi,marry me,Sposami
3142,penna,144,penna,quill,penna
3143,muriel,144,Muriel,muriel,muriel
3144,mentendo,144,mentere,lying,dire bugie
3145,lasciati,144,lasciare,left,Sinistra
3146,jules,144,Jules,jules,Jules
3147,divorzio,144,divorzio,divorce,divorzio
3148,dimentichi,144,dimenticare,you forget,si dimentica
3149,copione,144,copione,script,sceneggiatura
3150,copia,144,copia,copy,copia
3151,confuso,144,confuso,confused,confuso
3152,combattimento,144,combattimento,combat,combattere
3153,cercherò,144,cercherò,I&#39;ll look,guarderò
3154,aitro,144,aitro,other,altro
3155,agenzia,144,agenzia,agency,agenzia
3156,svegliato,143,svegliare,woke up,svegliato
3157,sigarette,143,sigaretta,cigarettes,sigarette
3158,scherzare,143,scherzare,joke,scherzo
3159,romanzo,143,romanzo,novel,romanzo
3160,ori,143,ore,golds,ori
3161,nobile,143,nobile,noble,nobile
3162,muoverti,143,muovere ti,move,mossa
3163,maschera,143,maschera,mask,maschera
3164,margherita,143,Margherita,margherita pizza,pizza margherita
3165,lois,143,Lois,lois,lois
3166,interessato,143,interessato,interested,interessato
3167,gratis,143,gratis,free,gratuito
3168,dna,143,Dna,DNA,DNA
3169,dispositivo,143,dispositivo,device,dispositivo
3170,coraggioso,143,coraggioso,brave,coraggioso
3171,citta',143,citta,city&#39;,città&#39;
3172,cameriere,143,cameriera,waiter,cameriere
3173,cambiata,143,cambiare,changed,cambiato
3174,atmosfera,143,atmosfera,atmosphere,atmosfera
3175,veda,142,vedere,see,Vedere
3176,trovati,142,trovare,found,trovato
3177,stufo,142,stufore,Fed up,Stufo
3178,stronza,142,Stronza,bitch,cagna
3179,starò,142,starare,will stay,starò
3180,sensi,142,senso,senses,sensi
3181,sacro,142,sacro,sacred,sacro
3182,prenderla,142,prendere la,pick her up,prenderla
3183,portando,142,portare,bringing,portando
3184,passerà,142,passere,it will pass,passerà
3185,oswald,142,Oswald,oswald,osvaldo
3186,nastro,142,nastro,tape,nastro
3187,mentire,142,mentire,lie,menzogna
3188,inventato,142,inventare,invented,inventato
3189,ideale,142,ideale,ideal,ideale
3190,grasso,142,grasso,fat,grasso
3191,fortunata,142,fortunato,lucky,fortunato
3192,esterno,142,esterno,external,esterno
3193,difendere,142,difendere,stick up for,Difendere
3194,conoscerti,142,conoscere ti,to meet you,incontrarti
3195,cattivi,142,cattivo,bad,Cattivo
3196,travis,141,travis,travis,travis
3197,trasmissione,141,trasmissione,transmission,trasmissione
3198,teyla,141,teyla,teyla,teyla
3199,tappeto,141,tappeto,rug,tappeto
3200,svelto,141,svegliere,quick,presto
3201,sorte,141,sorta,fate,destino
3202,scappa,141,scappare,escape,fuga
3203,riuscivo,141,riuscivo,I could,potrei
3204,raccomando,141,raccomandere,I recommend,raccomando
3205,puro,141,puro,pure,puro
3206,propri,141,proprio,own,Proprio
3207,portarmi,141,portare mi,bring me,Portami
3208,orgoglio,141,orgoglio,pride,orgoglio
3209,og,141,og,og,eg
3210,offesa,141,offesa,offense,offesa
3211,mondiale,141,mondiale,world,mondo
3212,moltissimo,141,molto,very very much,moltissimo
3213,mangio,141,mangiare,I eat,io mangio
3214,gridare,141,gridare,scream,grido
3215,furgone,141,furgone,van,furgone
3216,funzionerà,141,funzionare,it will work,Funzionerà
3217,coordinate,141,coordinare,coordinates,coordinate
3218,black,141,black,black,nero
3219,zucchero,140,zucchero,sugar,zucchero
3220,servo,140,servare,servant,servitore
3221,schiavi,140,schiavo,slaves,schiavi
3222,rilevo,140,rilevo,I detect,Rilevo
3223,privata,140,privato,private,privato
3224,partite,140,partita,matches,partite
3225,parlerò,140,parlare,I will speak,parlerò
3226,offre,140,offrire,offers,offerte
3227,impegno,140,impegno,I commit,Mi impegno
3228,girato,140,girare,turned,trasformato
3229,eccoli,140,eccolo,here they are,Eccoli
3230,difficili,140,difficile,difficult,difficile
3231,claire,140,Claire,claire,Chiara
3232,chiacchiere,140,chiacchiera,Chatter,Chiacchiere
3233,cercava,140,cercare,he was looking for,stava cercando
3234,carattere,140,carattere,character,carattere
3235,bloccato,140,bloccare,blocked,bloccato
3236,aperti,140,aperto,open,aprire
3237,x,139,x,x,X
3238,urlare,139,urlare,scream,grido
3239,potreste,139,potreste,you could,potresti
3240,persa,139,persa,lost,perduto
3241,organizzato,139,organizzare,organized,organizzato
3242,occupo,139,occupo,I occupy,Occupo
3243,mostrare,139,mostrare,show,spettacolo
3244,manchi,139,mancare,lack,mancanza
3245,licenziato,139,licenziare,fired,licenziato
3246,leonard,139,leonard,leonard,leonardo
3247,largo,139,largo,wide,Largo
3248,kazon,139,Kazon,kazon,kazon
3249,eccellenza,139,eccellenza,excellence,eccellenza
3250,conoscono,139,conoscere,they know,loro sanno
3251,chiedermi,139,chiedere mi,ask me,Chiedimi
3252,assegno,139,assegno,check,controllo
3253,andar,139,andare,to go,andare
3254,vuoie,138,vuoie,you want,tu vuoi
3255,velocemente,138,velocemente,quickly,velocemente
3256,vedrò,138,vedere,I&#39;ll see,Vedrò
3257,vedevo,138,vedere,I saw,vidi
3258,tenete,138,tenere,hold,Presa
3259,sincero,138,sincero,sincere,sincero
3260,scudo,138,scudo,shield,scudo
3261,rifugio,138,rifugio,refuge,rifugio
3262,potter,138,Potter,potter,vasaio
3263,portiamo,138,portare,we bring,portiamo
3264,pillole,138,pillola,pills,pillole
3265,permettere,138,permettere,allow,permettere
3266,ottenuto,138,ottenere,obtained,ottenuto
3267,operai,138,operaio,workers,lavoratori
3268,neanch',138,neanch,not even,nemmeno
3269,metterti,138,mettere ti,put yourself,mettiti
3270,lasciala,138,lasciala,let her,lasciala
3271,lady,138,Lady,lady,signora
3272,ioro,138,ioro,I gold,Io d&#39;oro
3273,figura,138,figurare,figure,figura
