rango,parola,frequenza,lemma,inglese,spagnolo,it_reverse
2491,ragazzina,188,ragazzino,little girl,niñita,piccola ragazza
2492,prendendo,188,prendere,taking,tomando,prendendo
2493,poveri,188,povero,poor,pobre,povero
2494,na,188,Na,na,n / A,n / a
2495,jerry,188,Jerry,jerry,alemán,Jerry
2496,gioca,188,giocare,plays,obras de teatro,gioca
2497,fredda,188,freddare,cold,frío,Freddo
2498,farne,188,fare ne,do it,hazlo,fallo
2499,esserlo,188,essere lo,be,ser,Essere
2500,dovesse,188,dovere,should,debería,Dovrebbe
2501,conversazione,188,conversazione,conversation,conversación,conversazione
2502,autobus,188,autobus,bus,autobús,autobus
2503,whale,187,whale,whale,ballena,balena
2504,sale,187,salire,salt,sal,sale
2505,queiio,187,queiio,that one,Aquél,Quello
2506,miles,187,Miles,miles,millas,miglia
2507,invito,187,invito,Invitation,Invitación,Invito
2508,hitler,187,Hitler,hitler,hitler,Hitler
2509,gusto,187,gusto,taste,gusto,gusto
2510,wraith,186,Wraith,wraith,fantasma,spettro
2511,venti,186,venti,winds,vientos,venti
2512,ultime,186,ultimo,latest,el último,ultimo
2513,teal',186,teal,teal&#39;,verde azulado&#39;,verde acqua&#39;
2514,soffrire,186,soffrire,suffer,sufrir,soffrire
2515,scale,186,scala,stairs,escaleras,scale
2516,retta,186,retta,straight,derecho,Dritto
2517,reazione,186,reazione,reaction,reacción,reazione
2518,puzza,186,puzza,stink,hedor,puzza
2519,promessa,186,promessa,promise,promesa,promettere
2520,prenderlo,186,prendere lo,take it,tómalo,prendilo
2521,pratica,186,pratica,practice,práctica,pratica
2522,negro,186,negro,Negro,negro,negro
2523,foresta,186,foresta,forest,bosque,foresta
2524,epoca,186,epoca,era,era,era
2525,dar,186,dare,give,dar,Dare
2526,cercavo,186,cercare,I was looking,estaba mirando,stavo guardando
2527,volessi,185,volessi,I wanted,quise,volevo
2528,verranno,185,venire,they will come,ellos vendrán,arriveranno
2529,veniva,185,venire,he was coming,el estaba viniendo,stava arrivando
2530,totale,185,totale,total,total,totale
2531,spiacente,185,spiacente,impatient,impaciente,impaziente
2532,rose,185,rosa,rose,rosa,rosa
2533,quartiere,185,quartiere,quarter,cuarto,trimestre
2534,privato,185,privare,private,privado,privato
2535,pietre,185,pietra,stones,piedras,pietre
2536,occhiali,185,occhiale,eyeglasses,los anteojos,occhiali
2537,mister,185,mister,mister,señor,signore
2538,ingresso,185,ingresso,entrance,entrada,Entrata
2539,gliene,185,gliena,give it to him,dáselo a él,daglielo
2540,franchi,185,franco,francs,francos,franchi
2541,bugie,185,bugia,lies,mentiras,bugie
2542,arriverà,185,arrivare,will arrive,llegará,arriverà
2543,toccato,184,toccare,touched,tocado,toccato
2544,sessuale,184,sessuale,sexual,sexual,sessuale
2545,riposare,184,riposare,rest,descansar,riposo
2546,respirare,184,respirare,breathe,respirar,respirare
2547,rapina,184,rapina,robbery,robo,rapina
2548,kevin,184,Kevin,kevin,kevin,Kevin
2549,infermeria,184,infermeria,Infirmary,Enfermería,Infermeria
2550,hall,184,Hall,Hall,Sala,Sala
2551,aspettato,184,aspettare,waited,esperó,aspettato
2552,specchio,183,specchio,mirror,espejo,specchio
2553,respira,183,respirare,Breathe,Respirar,Respirare
2554,fantastica,183,fantasticare,fantastic,fantástico,fantastico
2555,esco,183,escere,I go out,salgo,esco
2556,to,182,to,to,a,A
2557,senatore,182,senatore,senator,senador,senatore
2558,scusarmi,182,scusare mi,excuse me,disculpe,Mi scusi
2559,sbagli,182,sbagle,you&#39;re wrong,te equivocas,hai torto
2560,mostra,182,mostrare,show,espectáculo,spettacolo
2561,malata,182,malare,sick,enfermo,malato
2562,lancio,182,lancio,launch,lanzamiento,lancio
2563,fiero,182,fiero,proud,orgulloso,orgoglioso
2564,fbi,182,fbi,fbi,FBI,FBI
2565,diventata,182,diventare,become,convertirse,diventare
2566,crudele,182,crudele,cruel,cruel,crudele
2567,corridoio,182,corridoio,hallway,pasillo,corridoio
2568,carl,182,Carl,carl,carlos,carlo
2569,volevamo,181,volevamo,we wanted,queríamos,volevamo
2570,trovarla,181,trovare la,find it,Encuéntralo,Trovalo
2571,silvana,181,silvano,silvana,silvana,Silvana
2572,sentirmi,181,sentire mi,feel,sentir,Tatto
2573,schermo,181,schermo,screen,pantalla,schermo
2574,lontana,181,lontano,far away,lejos,lontano
2575,invitato,181,invitare,guest,invitado,ospite
2576,indiani,181,indiano,Indians,indios,Indiani
2577,gina,181,gine,gina,gina,gina
2578,cresciuto,181,cresciure,grown up,creciendo,crescere
2579,complimenti,181,complimento,Well done,Bien hecho,Ben fatto
2580,quanta,180,quanto,how much,cuánto,Quanto
2581,poliziotti,180,poliziotto,policemen,policias,poliziotti
2582,furbo,180,furbo,cunning,astuto,astuzia
2583,direttamente,180,direttamente,directly,directamente,direttamente
2584,dando,180,dare,giving,donación,dando
2585,williams,179,Williams,williams,williams,Williams
2586,valigia,179,valigia,suitcase,maleta,valigia
2587,teletrasporto,179,teletrasporto,teleportation,teletransportación,teletrasporto
2588,rabbia,179,rabbia,anger,enojo,rabbia
2589,professor,179,professore,professor,profesor,Professore
2590,pianto,179,piangere,cry,llorar,gridare
2591,moto,179,Moto,motorcycle,motocicleta,motociclo
2592,fotografia,179,fotografia,photography,fotografía,fotografia
2593,fido,179,fido,trusty,fiel,fidato
2594,bosco,179,Bosco,woods,bosque,boschi
2595,uguali,178,uguale,the same,lo mismo,lo stesso
2596,taglia,178,tagliare,cut,cortar,taglio
2597,sally,178,sally,sally,salida,sortita
2598,ricordate,178,ricordare,remember,recordar,Ricordare
2599,poesia,178,poesia,poetry,poesía,poesia
2600,Oscar,178,Oscar,Oscar,Óscar,Oscar
2601,Martha,178,Martha,Martha,marta,Marta
2602,Jonathan,178,Jonathan,Jonathan,jonathan,Jonathan
2603,Jason,178,Jason,Jason,jason,Giasone
2604,Jaffa,178,Jaffa,Jaffa,Jaffa,Giaffa
2605,infermiera,178,infermiera,nurse,enfermero,infermiera
2606,fuggire,178,fuggire,run away,huir,fuggire
2607,fatte,178,fare,done,hecho,Fatto
2608,campi,178,campo,fields,campos,campi
2609,weekend,177,weekend,weekend,fin de semana,fine settimana
2610,uguale,177,uguale,the same,lo mismo,lo stesso
2611,solamente,177,solamente,only,solo,soltanto
2612,rendere,177,rendere,give,dar,Dare
2613,patto,177,patto,pact,pacto,patto
2614,pari,177,pari,even,incluso,Anche
2615,hill,177,Hill,hill,colina,collina
2616,giornalista,177,giornalista,journalist,periodista,giornalista
2617,Edward,177,Edward,Edward,Eduardo,Edoardo
2618,darà,177,dare,will give,daré,darà
2619,commissione,177,commissione,commission,comisión,commissione
2620,Catherine,177,Catherine,Catherine,catalina,Caterina
2621,belli,177,bello,beautiful,hermoso,Bellissimo
2622,bastardi,177,bastardo,bastards,bastardos,bastardi
2623,volentieri,176,volentieri,I&#39;d love that,Amaría eso,mi piacerebbe
2624,versione,176,versione,version,versión,versione
2625,tratti,176,trattare,traits,rasgos,tratti
2626,trattato,176,trattare,treaty,tratado,trattato
2627,testimoni,176,testimone,witnesses,testigos,Testimoni
2628,rapporti,176,rapporto,relationships,relaciones,relazioni
2629,pugno,176,pugno,fist,puño,pugno
2630,portarlo,176,portare lo,bring it up,tocar el tema,portarlo
2631,piacevole,176,piacevole,pleasant,agradable,piacevole
2632,perde,176,perdere,lose,perder,perdere
2633,micheie,176,Micheie,micheie,micheie,micheie
2634,controllato,176,controllare,checked,comprobado,controllato
2635,chiederle,176,chiedere lo,ask her,preguntarle,chiedi a lei
2636,centinaia,176,centinaio,hundreds,cientos,centinaia
2637,cari,176,caro,Dear,Estimado,Caro
2638,ammazzato,176,ammazzare,killed,delicado,ucciso
2639,verrò,175,verrò,I&#39;ll come,vendré,verrò
2640,troverai,175,troverai,you will find,usted encontrará,troverai
2641,scrive,175,scrivere,writes,escribe,scrive
2642,proprietà,175,proprietà,property,propiedad,proprietà
2643,perdonami,175,perdonami,Excuse me,Disculpe,Mi scusi
2644,partenza,175,partenza,departure,partida,partenza
2645,Marco,175,Marco,Marco,marco,Marco
2646,Louis,175,Louis,Louis,luis,Louis
2647,informazione,175,informazione,information,información,informazione
2648,giapponese,175,giapponese,Japanese,japonés,giapponese
2649,ebreo,175,ebreo,Jew,judío,ebreo
2650,dirmelo,175,dirmelo,tell me,dime,Dimmi
2651,crescere,175,crescere,grow,crecer,crescere
2652,cammina,175,camminare,walk,caminar,camminare
2653,vantaggio,174,vantaggio,advantage,ventaja,vantaggio
2654,troppe,174,troppo,too many,demasiados,troppi
2655,Tristan,174,Tristan,Tristan,Tristán,Tristano
2656,riusciti,174,riuscire,successful,exitoso,riuscito
2657,reparto,174,reparto,Department,Departamento,Dipartimento
2658,praticamente,174,praticamente,practically,prácticamente,in pratica
2659,km,174,chilometro,km,kilómetros,km
2660,g,174,g,g,gramo,G
2661,americana,174,americano,American,Americano,americano
2662,ali,174,ala,wings,alas,ali
2663,tentativo,173,tentativo,attempt,intentar,tentativo
2664,sedere,173,sedere,sit,sentarse,sedersi
2665,racconto,173,raccontare,tale,cuento,racconto
2666,prigionieri,173,prigioniero,prisoners,prisioneros,prigionieri
2667,personalmente,173,personalmente,personally,personalmente,personalmente
2668,parlava,173,parlare,spoke,habló,parlato
2669,parlarmi,173,parlare mi,speak to me,Hablame,parlarmi
2670,ovvio,173,ovvio,obvious,obvio,ovvio
2671,oggetto,173,oggetto,object,objeto,oggetto
2672,minimo,173,minimo,minimum,mínimo,minimo
2673,impulso,173,impulso,impulse,impulso,impulso
2674,grandioso,173,grandioso,great,excelente,Grande
2675,feste,173,festa,parties,fiestas,partiti
2676,canto,173,canto,I sing,yo canto,io canto
2677,California,173,California,California,California,California
2678,bugiardo,173,bugiardare,liar,mentiroso,bugiardo
2679,buffo,173,buffo,funny,divertido,divertente
2680,alza,173,alzare,raise,aumentar,aumentare
2681,accomodi,173,accomodo,take a seat,toma asiento,siediti
2682,trovano,172,trovare,they find,ellos encuentran,loro trovano
2683,sufficiente,172,sufficiente,sufficient,suficiente,sufficiente
2684,stupendo,172,stupere,stupendous,estupendo,stupendo
2685,seria,172,serio,serious,grave,serio
2686,secoli,172,secolo,centuries,siglos,secoli
2687,regista,172,regista,director,director,direttore
2688,raccontato,172,raccontare,told,dijo,detto
2689,panico,172,panico,panic,pánico,panico
2690,mucchio,172,mucchio,pile,montón,mucchio
2691,maledetta,172,maledetto,damn,maldición,Dannazione
2692,Lewis,172,Lewis,Lewis,Luis,Lewis
2693,lasciarti,172,Lasciarti,leave you,dejarte,lasciarti
2694,imperatore,172,imperatore,emperor,emperador,imperatore
2695,cieco,172,cieco,blind,ciego,cieco
2696,chiedevo,172,chiedere,I asked,Yo pregunté,ho chiesto
2697,care,172,caro,dear,estimado,Caro
2698,area,172,area,area,área,la zona
2699,Antonio,172,Antonio,Anthony,Antonio,Antonio
2700,andarcene,172,andarcene,leave,dejar,Partire
2701,aiutarci,172,aiutare ci,help us,Ayúdanos,Aiutaci
2702,aerei,172,aereo,planes,aviones,aerei
2703,abbandonato,172,abbandonare,abandoned,abandonado,abbandonato
2704,volesse,171,volere,wanted,buscado,ricercato
2705,preoccupa,171,preoccupare,worries,preocupaciones,preoccupazioni
2706,modi,171,modo,ways,maneras,modi
2707,inverno,171,inverno,winter,invierno,inverno
2708,guardati,171,guardare,look at yourself,mírate a ti mismo,guardati
2709,firmare,171,firmare,sign,firmar,cartello
2710,dirvi,171,dire vi,tell you,decirte,dirti
2711,cellulare,171,cellulare,mobile phone,teléfono móvil,cellulare
2712,Boris,171,Boris,Boris,boris,Boris
2713,uscite,170,uscita,go out,salir,esci
2714,tradito,170,tradire,betrayed,traicionado,tradito
2715,tirato,170,tirare,pulled,tirado,tirato
2716,sorpreso,170,sorprendere,surprised,sorprendido,sorpreso
2717,ricerche,170,ricerca,research,investigación,ricerca
2718,ricchi,170,ricco,rich,rico,ricco
2719,pubblicità,170,pubblicità,advertising,publicidad,pubblicità
2720,prenderò,170,prenderò,I will take,voy a tomar,prenderò
2721,permette,170,permettere,allows,permite,consente
2722,Parker,170,Parker,Parker,parker,Parker
2723,offerto,170,offrire,offered,Ofrecido,offerto
2724,moda,170,moda,fashion,moda,moda
2725,mistero,170,mistero,mystery,misterio,mistero
2726,labbra,170,labbro,lip,labio,labbro
2727,fatemi,170,fatemi,make me,Hazme,fammi
2728,eccellente,170,eccellente,excellent,excelente,eccellente
2729,chiaramente,170,chiaramente,clearly,claramente,chiaramente
2730,carica,170,carico,load,carga,carico
2731,Brian,170,Brian,Brian,Brian,Brian
2732,barone,170,barone,baron,barón,barone
2733,avessero,170,avere,they had,tuvieron,avevano
2734,trovate,169,trovare,found,encontró,trovato
2735,tirare,169,tirare,Pull,Jalar,Tiro
2736,suicidio,169,suicidio,suicide,suicidio,suicidio
2737,sigra,169,sigra,Mrs,Señora,Sig.ra
2738,ricordati,169,ricordae ti,remember,recordar,Ricordare
2739,proposta,169,proposta,proposal,propuesta,proposta
2740,perduto,169,perdere,lost,perdido,perduto
2741,maschio,169,maschio,male,masculino,maschio
2742,lasciata,169,lasciare,left,izquierda,Sinistra
2743,fumare,169,fumare,to smoke,fumar,fumare
2744,fossimo,169,fossimo,we were,éramos,noi eravamo
2745,chili,169,chilo,kilos,kilos,chili
2746,calmi,169,calmo,calm down,cálmate,calmati
2747,assieme,169,assieme,together,juntos,insieme
2748,west,168,west,west,Oeste,ovest
2749,usando,168,usare,using,usando,utilizzando
2750,telefonato,168,telefonare,phoned,llamó por teléfono,ha telefonato
2751,sopporto,168,sopporto,I tolerate,yo tolero,Tollero
2752,sognato,168,sognare,dreamed,soñado,sognato
2753,samurai,168,samuraio,samurai,samurai,samurai
2754,ridono,168,ridere,they laugh,ellos ríen,loro ridono
2755,resistere,168,resistere,resist,resistir,resistere
2756,primavera,168,primavera,spring,primavera,primavera
2757,pensaci,168,pensae ci,think about it,Piénsalo,pensaci
2758,morirà,168,morire,gonna die,va a morir,Morirà
2759,lunedì,168,lunedì,Monday,Lunes,Lunedi
2760,frattempo,168,frattempo,in the meantime,mientras tanto,Intanto
2761,fiore,168,fiore,flower,flor,fiore
2762,conoscevo,168,conoscere,I knew,yo sabía,lo sapevo
2763,cammino,168,cammino,I walk,camino,cammino
2764,ammiraglio,168,ammiraglio,admiral,almirante,ammiraglio
2765,stammi,167,stammare,stay with me,Quédate conmigo,resta con me
2766,set,167,set,set,colocar,impostato
2767,scatola,167,scatola,box,caja,scatola
2768,prigioniero,167,prigioniero,Prisoner,Prisionero,Prigioniero
2769,miseria,167,miseria,misery,miseria,miseria
2770,membro,167,membro,member,miembro,membro
2771,kim,167,Kim,kim,kim,Kim
2772,jedi,167,jede,jedi,Jedi,jedi
2773,insegnante,167,insegnante,teacher,maestro,insegnante
2774,folle,167,folle,crazy,loco,pazzo
2775,fidati,167,fidare,trust me,confía en mí,fidati di me
2776,desidero,167,desiderare,I wish,Deseo,Spero che
2777,colori,167,colore,colors,colores,colori
2778,cinese,167,cinese,Chinese,Chino,Cinese
2779,battuta,167,battuta,joke,broma,scherzo
2780,assassini,167,assassino,murderers,asesinos,assassini
2781,ascensore,167,ascensore,elevator,ascensor,ascensore
2782,agnese,167,agnese,Agnes,Inés,Agnese
2783,volere,166,volere,want,desear,Volere
2784,vittime,166,vittima,victims,víctimas,vittime
2785,tratto,166,tratto,treatment,tratamiento,trattamento
2786,spettri,166,spettro,ghosts,fantasmas,fantasmi
2787,rimasti,166,rimanere,remained,se mantuvo,è rimasta
2788,porterà,166,portare,will bring,traerá,porterà
2789,poiché,166,poiché,so long as,siempre y cuando,finché
2790,lisa,166,Lisa,Lisa,Lisa,Lisa
2791,voler,165,volere,want,desear,Volere
2792,troverò,165,troverò,I will find,voy a encontrar,troverò
2793,temere,165,temere,to fear,temer,temere
2794,spia,165,spia,indicator light,luz indicadora,spia
2795,servizi,165,servizio,services,servicios,Servizi
2796,sapessi,165,sapessi,if you knew,si supieras,se sapessi
2797,rendi,165,rendi,make,hacer,Fare
2798,ragioni,165,ragione,reasons,razones,motivi
2799,pensiamo,165,pensare,we think,Nosotros pensamos,pensiamo
2800,merita,165,meritare,it deserves,merece,merita
2801,gianni,165,gianni,gianni,gianni,gianni
2802,filo,165,filo,row,fila,riga
2803,costretto,165,costringere,forced,forzado,costretto
2804,cor,165,cor,cor,cor,cor
2805,coloro,165,coloro,those,aquellos,quelli
2806,cercano,165,cercare,they seek,ellos buscan,loro cercano
2807,borg,165,Borg,borg,borgoña,borg
2808,attori,165,attore,actors,actores,attori
2809,aleander,165,aleander,aleander,Alejandro,aleandro
2810,Albert,165,Albert,Albert,Alberto,Alberto
2811,starai,164,staere,you will stay,Te quedarás,rimarrai
2812,sospetto,164,sospetto,suspected,sospechoso,sospettato
2813,soccorso,164,soccorso,rescue,rescate,salvare
2814,Russia,164,Russia,Russia,Rusia,Russia
2815,riso,164,ridere,rice,arroz,riso
2816,nata,164,nascere,born,nacido,nato
2817,messico,164,messico,Mexico,México,Messico
2818,impronte,164,impronta,fingerprints,huellas dactilares,impronte digitali
2819,dirai,164,dirai,you will say,Tu dirás,tu dirai
2820,datemi,164,datemi,give me,dame,dammi
2821,bersaglio,164,bersaglio,target,objetivo,bersaglio
2822,avessimo,164,avere,we had,tuvimos,abbiamo avuto
2823,agire,164,agire,Act,Acto,Atto
2824,tornando,163,tornare,returning,regresando,ritorno
2825,studiato,163,studiare,studied,estudió,studiato
2826,sterline,163,sterlina,pounds,libras,libbre
2827,sposo,163,sposo,groom,acicalar,sposo
2828,servirà,163,servire,it will help,ayudará,aiuterà
2829,seriamente,163,seriamente,seriously,en serio,sul serio
2830,robot,163,robot,robot,robot,robot
2831,rivista,163,rivista,magazine,revista,rivista
2832,ripeto,163,ripetere,I repeat,repito,io ripeto
2833,punta,163,puntare,tip,consejo,mancia
2834,previsto,163,prevedere,expected,esperado,previsto
2835,ovest,163,ovest,west,Oeste,ovest
2836,legale,163,legale,legal,legal,legale
2837,difficoltà,163,difficoltà,difficulty,dificultad,difficoltà
2838,crisi,163,crisi,crisis,crisis,crisi
2839,Carlos,163,Carlos,Carlos,carlos,Carlos
2840,arrabbiata,163,arrabbiato,angry,enojado,arrabbiato
2841,video,162,video,video,video,video
2842,vedrà,162,vedere,you&#39;ll see,verás,vedrai
2843,ufficiali,162,ufficiale,officials,funcionarios,funzionari
2844,ted,162,ted,German,Alemán,Tedesco
2845,seduti,162,sedere,sitting,sesión,seduta
2846,rossella,162,rossellare,Rossella,Rossella,Rossella
2847,romantico,162,romantico,romantic,romántico,romantico
2848,possano,162,potere,they can,ellos pueden,loro possono
2849,onesto,162,onesto,honest,honesto,onesto
2850,lentamente,162,lentamente,slowly,despacio,lentamente
2851,interessi,162,interesse,interests,intereses,interessi
2852,inglesi,162,inglese,English,Inglés,Inglese
2853,incarico,162,incarico,assignment,asignación,Incarico
2854,finirà,162,finire,will end,terminará,finirà
2855,fallito,162,fallire,failed,fallido,fallito
2856,divertimento,162,divertimento,fun,divertido,divertimento
2857,disastro,162,disastro,disaster,desastre,disastro
2858,attorno,162,attorno,around,alrededor,in giro
2859,anticipo,162,anticipo,advance,avance,avanzare
2860,sará,161,sará,will be,será,sarà
2861,petto,161,petto,chest,pecho,Petto
2862,mettermi,161,mettere mi,put me,Ponme,mettimi
2863,Mark,161,Mark,Mark,Marca,Segno
2864,mancanza,161,mancanza,lack,falta,mancanza
2865,Julie,161,Julie,Julie,julia,Giulia
2866,italiano,161,italiano,Italian,italiano,Italiano
2867,facevano,161,fare,they did,lo hicieron,loro fecero
2868,cercate,161,cercare,search,buscar,ricerca
2869,usciamo,160,uscire,let&#39;s go out,salgamos,andiamo fuori
2870,tunnel,160,tunnel,tunnel,túnel,tunnel
2871,teste,160,testa,heads,cabezas,teste
2872,superficie,160,superficie,surface,superficie,superficie
2873,saprà,160,sapere,will know,sabrá,saprà
2874,gas,160,gas,gas,gas,gas
2875,esplosione,160,esplosione,explosion,explosión,esplosione
2876,entrambe,160,entrambe,both,ambos,Entrambi
2877,debito,160,debito,debt,deuda,debito
2878,corpi,160,corpo,bodies,cuerpos,corpi
2879,conseguenze,160,conseguenza,consequences,consecuencias,conseguenze
2880,brown,160,brown,brown,marrón,marrone
2881,bernard,160,bernard,bernard,Bernardo,Bernardo
2882,attraente,160,attraente,attractive,atractivo,attraente
2883,veleno,159,veleno,poison,veneno,veleno
2884,uccide,159,uccidere,kills,mata,uccide
2885,spiriti,159,spirito,spirits,espíritu,spiriti
2886,scrittore,159,scrittore,writer,escritor,scrittore
2887,riusciamo,159,riuscire,we succeed,tenemos éxito,ci riusciamo
2888,regno,159,regno,kingdom,Reino,regno
2889,raggiunto,159,raggiungere,reached up,llegado hasta,raggiunto
2890,racconti,159,racconto,stories,cuentos,storie
2891,portatelo,159,portatelo,bring it,tráelo,portalo
2892,nazione,159,nazione,nation,nación,nazione
2893,my,159,my,my,mi,Mio
2894,meraviglia,159,Meraviglia,wonder,preguntarse,Meraviglia
2895,guardiamarina,159,guardiamarina,ensign,bandera,guardiamarina
2896,ehm,159,ehm,um,mmm,ehm
2897,eccezionale,159,eccezionale,exceptional,excepcional,eccezionale
2898,cowboy,159,cowboy,cowboy,vaquero,cowboy
2899,carcere,159,carcere,prison,prisión,prigione
2900,arriviamo,159,arrivare,here we come,aquí vamos,arriviamo
2901,appunto,159,appunto,precisely,precisamente,precisamente
2902,amava,159,amare,he loved,él amó,lui ha amato
2903,togliti,158,toglitare,take off,despegar,decollare
2904,thomas,158,thomas,thomas,tomás,Tommaso
2905,roy,158,roy,roy,roy,Roy
2906,pesci,158,pesce,fish,pez,pescare
2907,media,158,medio,average,promedio,media
2908,king,158,King,king,rey,re
2909,giudizio,158,giudizio,judgment,juicio,giudizio
2910,francisco,158,francisco,francisco,francisco,Francesco
2911,fidanzata,158,fidanzato,fiancée,novia,fidanzata
2912,dubito,158,dubire,I doubt,yo dudo,dubito
2913,conviene,158,convenere,it&#39;s convenient,es conveniente,è conveniente
2914,chance,158,chance,chance,oportunidad,opportunità
2915,amiche,158,amica,friends,amigos,amici
2916,rovina,157,rovinare,ruin,ruina,rovina
2917,ritorna,157,ritornare,come back,regresar,ritorno
2918,regola,157,regolare,rule,regla,regola
2919,quant',157,quant,how much,cuánto,Quanto
2920,prendono,157,prendere,they take,toman,essi prendono
2921,pensione,157,pensione,pension,pensión,pensione
2922,intendevo,157,intendevo,I meant,me refería,volevo dire
2923,fidanzato,157,fidanzare,fiancé,prometido,fidanzato
2924,dovreste,157,dovreste,you should,debería,dovresti
2925,danza,157,danza,dance,bailar,danza
2926,coincidenza,157,coincidenza,coincidence,coincidencia,coincidenza
2927,canzoni,157,canzone,songs,canciones,canzoni
2928,berlino,157,Berlino,Berlin,Berlina,Berlino
2929,barbara,157,Barbara,barbara,Bárbara,Barbara
2930,troverà,156,trovare,will find,encontrará,troverà
2931,tagliato,156,tagliare,cut,cortar,taglio
2932,spiegazione,156,spiegazione,explanation,explicación,spiegazione
2933,sbirro,156,sbirro,cop,policía,poliziotto
2934,risultati,156,risultato,results,resultados,risultati
2935,rischiare,156,rischiare,to risk,arriesgar,rischiare
2936,resistenza,156,resistenza,resistence,resistencia,resistenza
2937,procuratore,156,procuratore,prosecutor,fiscal,pubblico ministero
2938,portarla,156,portare la,bring her,tráelo,portatela
2939,montagne,156,montagna,mountains,montañas,montagne
2940,miele,156,miele,honey,Miel,Miele
2941,grossi,156,grosso,big,grande,grande
2942,farete,156,farere,you will,Vas a,desideri
2943,dodici,156,dodici,twelve,doce,dodici
2944,diventi,156,diventare,become,convertirse,diventare
2945,discorsi,156,discorso,speeches,discursos,discorsi
2946,concerto,156,concerto,concert,concierto,concerto
2947,charlotte,156,charlotta,charlotte,charlotte,Carlotta
2948,brillante,156,brillante,brilliant,brillante,brillante
2949,bevo,156,bere,I drink,Bebo,io bevo
2950,bambine,156,bambino,little girls,niñas,ragazzine
2951,sparisci,155,spariscire,disappear,desaparecer,scomparire
2952,raccontare,155,raccontare,tell,decir,raccontare
2953,parto,155,parto,I&#39;m leaving,Me voy,Me ne sto andando
2954,luke,155,luke,luke,lucas,Luca
2955,kennedy,155,Kennedy,kennedy,kennedy,kennedy
2956,incubo,155,incubo,nightmare,pesadilla,incubo
2957,fred,155,fred,cold,frío,Freddo
2958,firma,155,firma,signature,firma,firma
2959,erba,155,erba,grass,césped,erba
2960,dollaro,155,dollaro,dollar,dólar,dollaro
2961,costruito,155,costruire,built,construido,costruito
2962,coperta,155,coperto,cover,cubrir,copertina
2963,cella,155,cella,cell,celúla,cellula
2964,canale,155,canale,channel,canal,canale
2965,argomento,155,argomento,subject,sujeto,soggetto
2966,abita,155,abitare,lives,vidas,vite
2967,vogiio,154,vogiio,I want,Quiero,Voglio
2968,virus,154,virus,virus,virus,virus
2969,troppa,154,troppo,too much,demasiado,troppo
2970,tentare,154,tentare,to attempt,intentar,tentare
2971,sistemare,154,sistemare,tidy up,organizar,riordinare
2972,significato,154,significare,meaning,significado,Senso
2973,settore,154,settore,sector,sector,settore
2974,rock,154,rock,rock,roca,roccia
2975,retro,154,retro,back,atrás,Indietro
2976,provando,154,provare,trying,intentando,provando
2977,pistole,154,pistola,guns,armas de fuego,pistole
2978,orso,154,orso,bear,oso,orso
2979,maniera,154,maniera,manner,manera,maniera
2980,fase,154,fase,phase,fase,fase
2981,famiglie,154,famiglia,families,familias,famiglie
2982,emozioni,154,emozione,emotions,emociones,emozioni
2983,diretta,154,diretto,direct,directo,diretto
2984,circostanze,154,circostanza,circumstances,circunstancias,circostanze
2985,big,154,big,big,grande,grande
2986,bastone,154,bastone,stick,palo,bastone
2987,artista,154,artista,artist,artista,artista
2988,affetto,154,affetto,affection,afecto,affetto
2989,stavano,153,stare,they were,Ellos eran,Li avevamo
2990,sparate,153,sparare,shoot,disparar,sparare
2991,rivederti,153,rivedere ti,see you again,hasta luego,ci vediamo
2992,ray,153,ray,ray,rayo,raggio
2993,pregare,153,pregare,pray,orar,pregare
2994,pago,153,pagare,I pay,yo pago,io pago
2995,maresciallo,153,Maresciallo,marshal,mariscal,maresciallo
2996,lottare,153,lottare,fight,luchar,combattimento
2997,junior,153,junior,junior,júnior,junior
2998,credito,153,credito,credit,crédito,credito
2999,zach,152,zach,zach,zach,zach
3000,vidi,152,vidi,I saw,Yo vi,vidi
3001,vergine,152,vergine,virgin,virgen,vergine
3002,tempesta,152,tempesta,storm,tormenta,tempesta
3003,stellare,152,stellare,stellar,estelar,stellare
3004,servi,152,servo,serve,atender,servire
3005,passate,152,passare,pass,aprobar,passaggio
3006,leo,152,leo,leo,León,Leo
3007,ladri,152,ladro,thieves,ladrones,ladri
3008,hollywood,152,Hollywood,hollywood,hollywood,hollywood
3009,facilmente,152,facilmente,easily,fácilmente,facilmente
3010,facevi,152,facevi,you did,lo hiciste,l&#39;hai fatto
3011,episodio,152,episodio,episode,episodio,episodio
3012,deserto,152,deserto,desert,desierto,deserto
3013,cima,152,cima,top,arriba,superiore
3014,band,152,band,band,banda,gruppo musicale
3015,abbi,152,abbi,have,tener,Avere
3016,urgente,151,urgente,urgent,urgente,urgente
3017,tornati,151,tornato,returned,regresó,restituito
3018,spaventato,151,spaventare,scared,asustado,impaurito
3019,ridendo,151,ridere,laughing,reír,ridendo
3020,plasma,151,plasma,plasma,plasma,plasma
3021,paride,151,parido,paris,París,Parigi
3022,offro,151,offrere,I offer,Yo ofrezco,io offro
3023,negativo,151,negativo,negative,negativo,negativo
3024,kikuchiyo,151,Kikuchiyo,kikuchiyo,kikuchiyo,kikuchiyo
3025,gradi,151,grado,degrees,grados,gradi
3026,essa,151,esso,it,él,Esso
3027,disposto,151,disporre,willing,deseoso,disposto
3028,corda,151,corda,rope,soga,corda
